37,"I give 5 star for the teacher, really approach having such a well-organized teaching material.I also give -1 star for the homework assignment and its (almost) GraphLab only approach. Yes, it mentioned alternative approach (which is much more popular than GraphLab), but there are many bugs &amp; trivial difficulties to get it through. With scikit-learn as a great open source package, the only reason (I suspect) to choose GraphLab is commercial purpose. For me, if the homework assignment is only instructed properly for loading data into Pandas, I can finish each programming assignment within 1 hour for sure using scikit learn; but now, it takes 30 minutes and I still cannot load the data correctly. I like to get a certificate, but it is not necessary and spending too much time is a waste on my time. "
38,Great course but hard going at times for those of us without a strong maths background. The assignments took me a long time to complete and I think I'll have to revisit some areas as I become more familiar with them to really get the full benefit.
39,"I am taking all courses in the specialization, and this is my fourth. I have been having a great time with materials by both instructors so far, until I came to week 5 of this course.Despite repeated viewing, my understanding of LDA is non-existent. The first section is fine, but starting from Bayesian inference via Gibbs sampling, for me at least, the method of instruction has gone off a cliff.I strongly suggest soliciting feedback from learners that narrowly targets the material of this week 5 to determine if it's just me or if this is a wider problem. If it is the latter, perhaps it is time to redesign the lessons of this week."
40,great.
41,VERY IMPRESSIVE COURSE
42,This course contain many advance topic which was covered in fast pace by the professor special end lectures. This course contain very important topics of Machine learning could have given more time in explaining things. Thanks professor 
43," I have enrolled myself in the other Machine Learning courses offered by Uwash , but have to say this was not properly organized. I had got my certificates for the other courses easily , not because the contents was easy , but was easily understandable and well organized and there was a great sense of satisfaction after getting the certificate because of the knowledge gained.But unfortunately for this course , especially the week 4 and week 5 was lengthy and not up to the point and the quizzes were hence not seem to be related. So got my certificate after a bit of struggle. I'm planning to see other online materials related to week 4 and week 5 , as couldn't completely understand from this one. If you can modify those two weeks, it would be great. I hope you continue the great work of illuminating millions of young people's interests through your great courses and organization. Thank you from the bottom of my heart."
44,Excellent course 
45,It is explained in simple and lucid language by expert Emily and codes illustrated by Carlos. Go for it.
46,Very Insightful. Great Instructors. Awesome Forum and intelligible peers. 
47,It's an amazing Course.
48,So Much Concepts to learn and totally worth it!
49,"Comme les pr??c??dents dans de cette sp??cialisation, ce cours est tr??s riche et donne les cl??s pour utiliser des outils complexes et puissants. Toutefois, un peu plus de d??tails sur certains aspects, notamment th??oriques, pourraient am??liorer la compr??hension de certains chapitres plus techniques."
50,"This was probably the most challenging course of them all, I thoroughly enjoyed it! Looking forward to dimensionality reduction and the capstone. "
51,"Thank you, it was a good one"
52,Great course! Very simple and practical.
53,"The course dived into basic and advanced concepts of unsupervised learning. As before, Prof Fox did a great job at explaining things."
54,this is not a an easy course but certainly an awesome one 
55,Excellent! Very good material and lectures and hands on. Really enriching.
56,"Very good, not only learn many good ML concepts, but also polish my python programming skill a lot. Thank you, Emily and Carlos."
57,"Great course, very hands-on, very practical knowledge."
58,Best course available till date as MooC
59,This was another great course. I hope that the instructors indulge in a little bit more theory. Anyway it was a magnificent course. Hope the coming courses are as good as this one.
60,Deep insight into most useful techniques of machine learning.
61,This specific course traded off depth and detail for breadth of topics. Too many ideas were quickly described and not really built up to my liking.
62,"I found that Week 4, Assignment 2 was testing our knowledge in ways that are in opposition to the general ethos of the course.I mean that this course is about gaining insight, intuition and the practical tools for ML, where the smaller details like - knowing which numpy function gives you a random univariate normal distribution - are normally provided for us, so that we can focus on the aforementioned broader, more useful aspects of ML/Clustering.The assignment had good content on the whole but the parts which were chosen for write code here could certainly be improved.I hope this is useful feedback and that the assignment is reviewed so that it doesn't needlessly discourage people."
63,great!
64,Very Good in depth explanation and hand-on lab machine learning course. very focused on real world analytics and algorithms
65,I loved this course. then content is designed to acquire strong foundations in clustering.
66,"I really learn a lot in this course, although the materials are very difficult at first read, but Emily's explanation were clear and I would be able to get the idea after a few review."
67,Great intro!
68,From LDA onwards the pace ramped up ! Please be slow during advance topics. But altogether it was a great course.
69,ok
70,Excellent course - and of great practical use.
71,"All the courses in this specialization are great, but compared to the other 3 i did until now, this one seemed a bit short on material. Especially week 1, and somewhat week 6 was without good material. Weeks 2, 3 and 4 were great. I got lost somewhere in week 5 on collapsed Gibbs sampling.Still: very much recommend this course, it provides a good introduction to Nearest Neighors, K-Means, Gaussian Mixtures and LDA. Thx prof. Fox!!"
72,"For me, this course was disappointing. Here is why: First, the level, at which the course material is presented, is very low. It might be freshman level, but certainly not more. There are many buzzwords but no real explanations. The programming assignments are only doable because most of the work has been done by the people designing the assignments. There is very little left for the students. Furthermore, the procedures, that are already given, are not very well documented. Hence, a lot of guess work is required to figure out how things should work. Furthermore, little effort has been spent to structure the procedures that are already given. Altogether, this makes doing the programming assignments very unsatisfying.Finally, the professor presenting the materials does not take part in the discussion forums. Contrary to other courses that I have attended at Coursera, this time the discussion forum was no help at all."
73,The material covered in this course is immense and gives a deep understanding of several algorithms required to perform unsupervised learning tasks. 
74,"This course was awesome as all the previous courses, I'm waiting to the next course and the capstone"
75,Detailed coverage of several approaches to clustering. Not easy but learned a lot.
76,Awesome :)
77,"Feels like this course in the specialization was a bit rushed, compared to the first 3 courses. It had 2 modules (first &amp; last) that were more like placeholders and the middle 4 modules went from concept to the maths behind the algorithm very quickly. It needs a bit of work on expanding the course and presenting a bit more slowly. Having said all that, the concepts and algorithms taught are very interesting and a good first step into the unsupervised learning section."
78,One of the best machine learning course I have taken.
79,"Another super course. Though admittedly (for me at least) very difficult to make within the allotted time given for one period of the Course. Lots of advanced stuff that require substantial studies to really comprehend, i.e., it should never be enough just to hack &amp; run the code (that's the easier challenge). Still have a long washing list of topics coming out of this Course that I need (want) to understand better. But at least the background to do so is neatly provided here. So without further ado ... Applause!"
80,wonderful course for beginner of machine learning.
81,Excellent course. 
82,"Some of the interesting topics discussed in this course could be treated substantially more extensive and detailed in order to get a better grip and understanding on them (e.g. Gibbs sampling). After this course, it is a bit dazzling how much different algorithms and methods are available for clustering and retrieval tasks and this course easily could have been subdivided into two or three separate courses on the same topic with a more detailed treatment. Still, about many interesting subjects a tip of the iceberg has been brought to you ... it tastes so good that you would like to have much more!"
83,"Amazing course, really helpful, as a ML researcher you need this kind of foundation"
84,"The best course in the specialization thus far. Very rich and wide ranging, perfect for the motivated part-time learner who wants to be challenged and have ample reason to revisit the material. I only wish this course had been longer, perhaps shortening the classification course to make room."
85,a practical and interesting course about clustering and retrival
86,"The assignments are excellent and help understand the algorithms and concepts taught in the course. There are some garbling in the subtitles/transcripts (including the quirky one that every time the lecturer says EM - the EM doesn't appear, and the following word is capitalized). As usual Graphlab Create / Sframes can't handle apply(). however mostly apply() appears in the part of the assignment that inputs files and turns them into data matrices and the explanations how to run the assignment with Scikit-Learn include pre-computed input files"
87,"As someone very keen on math, more math background as optimal video would be more helpful. "
88,"Great course and awesome teaching by Prof. Emily Fox. Prof. Fox did a great job of teaching some of the really tough components (GMM, LDA, etc) in simple and lucid style (like always) and that made it easy to understand and comprehend those topics.The one thing that I felt had gone down compared to the previous 3 courses was that for some of the topics, the material felt too short and felt like it was cut down to fit within the 6 weeks course duration. I would have at least liked some extra reading material or references especially for GMMs, LDA, Gibbs Sampling, etc."
89,Excellent course! Subjects are explained very well! Excellent quizzes that allow understanding of lectures better and excellent (challenging ) programming assignments.
90,Good course!
91,Great! thanks
92,Best Course.
93,Excellent course
94,Very good course!
95,"Overall a good and useful course, however: A) They could do a much better job regarding LDA, standard Gibbs sampling, and Bayesian model and inference. Many slides on these 3 topics only contained some text and the instructor tried to verbally visualize the related important concepts. Hence not a good use of a video session. B) Week 1 and the 1st half of Week 6 were redundant.C) It would be much better to have a 7-week course with more topics and may be with some optional videos on Bayesian model, HMM."
96,"Good survey of the material, but assignments are superficial and don't test thorough understanding."
97,Worth the wait. COOL learning
98,Best course I've taken!! :)
99,Simply Amazing!
100,"Following the overall quality of this Specialization, this course was excellent. From the content, to the assesments, material and teachers. This course is a really good starting point to become an expert in Machine Learning techniques."
101,Awesome course! The session on EM algorithm is revealing!
102,A little too superficial and hand waving.
103,"The last weeks, we went through the material a little bit too fast."
104,the homework is getting easy
105,"This course has been an amazing experience. Congrats to you, Carlos and Emmy!"
106,strongly recommended!
107,Fantastic course as usual
108,"The retrieval part of this course is great, it deserve five starts. The clustering part was going well until it reached LDA. The LDA module is very poorly covered, and also very hard to understand. I had to watch the videos more than two times to try to figure out what was LDA, and a Quora article posted in the Forum could explain it much better.Then we get to the Hierarchical Clustering module, which was the most poorly module in all this specialization. There is only one video talking about HMM models, and Markov Chains deserve at least one week to even get started with it. And to complete, there is just one Assignment with only 3 questions.The specialization was going perfect until now. I am very disappointed with this course. I hope the last two courses are much better covered and not just ran over like this this one was."
109,"A perfect and balanced introduction to the subjects, adding theory and practice beautifully."
110,"Like all the courses in this specialization so far, the material has been good. The reason for only 4 stars rather than 5 is the difficulty in getting questions answered in a timely manner. There don't seem to be any active mentors for this class."
111,"excellent material! It would be nice, however, to mention some reading material, books or articles, for those interested in the details and the theories behind the concepts presented in the course. "
112,This was AWESOME!
113,Great course like the others
114,"An interesting topic, presented well by the instructor and reinforced by intermediate-level programming assignments."
115,Another great hit by Emily and Carlos!!! Excellent Course!!!
116,Interesting content but explanations are less clear with respect to the other courses of the ML Specialization
117,"Emily Fox did a great job in explaining tough concepts with simple explanation of the components in the formulas!! It's a little tough to get through the materials though, it's the 4th course in University of Washington's machine learning specialization afterall =) "
118,"This course started off easy, and became challenging in the last 3 weeks. But a lot of details were covered in the slides and also the forum helped deepen my understanding of the material, and I was able to get through the course. I enjoyed the course!"
119,"This is the toughest courses in the specialization so far. But if you manage to complete it, you'll have some really advance skills under your belt. "
120,"Yet another really excellent course in this series - the best online course I have ever taken. I really appreciate the fairly high level on which it is taught, and the speed with which they go through the material - it is not here to entertain or waste time, but to get straight to the point - what can I do, and how do I use open source tools to do it? "
121,"I used to run into a wall at work trying to train models with recursive partitioning or neural nets because of the long time they took to train for high dimensional data. These clustering techniques are an immense help.Awesome course, with a brilliant instructor and brilliant assignments."
122,"Still a very good course. Week 4 was very tough. The general concept can be understood from a 10,000 feet altitude but the lesson and programming assignment need to be reviewed, maybe with a slower step by step example.As some other student mentioned, it was... brutal.Other than that looking forward to the next course in the specialization!"
123,"The things I liked:-The professor seems very knowledgeable about all the subjects and she also can convey them in a very understandable way (kudos to her since talking to a camera is not easy)-The course was well organized and the deadlines were adjusted when a technical difficulty was found by several students-All the assignments are easy to follow and very detailed -The testing code provided for the programming assignments is a huge help to make sure we are solving it the right wayWhat can be improved:-Some of the concepts during weeks 4 and 5 seemed a bit rushed. Although the professor explained that some details were outside of the scope of this course, I felt that I needed a more thorough explanation in order to understand better-Some links to the documentation of libraries used in the programming assignments were lacking information on how to really use them, I wish we had some other link to worked examples too In general I can say this was another good course for this series. Making a course like this is not easy at all and I can see that they are putting a lot of effort to produce them. All of their hard work is really appreciated on my end."
124,I did not understand LDA from the course materials.
125,"The course, and indeed the whole specialization, was advertised as not requiring the Graphlab Create toolkit. This is untrue, as the final programming assignment does require it. The general dependence on SFrame is understandable since it is open source, but requiring any interaction with a licensed product (even if temporary and research licenses are available) greatly negatively impacted my experience in this course. "
126,Very good course. Too long interval between modules make hard for non-Python developers. Easy to forget some of the Python structures.
127,Superb course!
128,very nice lecture
129,Excellent course. Nice selection of algorithms reviewed - all clearly explained with sample implementations.
130,less complex exercises to check and validate
131,very good course but the last few topics could be improved with better assignments that could be broken down into smaller sub assignments
132,very good course
133,Amazing.
134,This is the best course in ML - would recommend it ...the sequence of the courses is the best...the specialization in this ML is a career boost
135,"Great course. Well packed, well explained, nice practical examples, good all around MOOC with of info."
136,"great course, but module 4 lacks a bit in structure. hard to follow. without the forum, it would not be possible to make it in time. "
137,"Exceptional course! This is challenging material for me, but it's presented in such a coherent manner that you can't help but absorb it."
138,Sets a new benchmark for the specialization !!! A great offering on Machine Learning :)
139,This course rushed through the material at the end. 
140,Very good course nice practical approach. I was kind of surprised that hierarchical clustering was kept at the end and discussed only marginally since it is a widely used approach.I liked the part about LDA but IMHO I would have liked more discussion about fundamental techniques rather than such an advanced method.Too focus on text data. Most of the application I worked on have limited textual data.
141,"The specialization has a good quality on average. I started doing this course immediately after it went open. I had a feeling that the quality of the course went down (questions were often unclear and it took time to figure out what is expected as an answer). However, many problems were solved quite fast and teaching stuff is really helpful. I still would like to see more about MapReduce in-depth in this course. I did not have a feeling that it was covered sufficiently (only theory, no hands-on material). In general, hands-on material was great and useful."
142,"Very nice course, and a great grasp on clustering techniques. If I could just suggest something to improve, it would be the section on LDA and Gibbs: it's very high level and it would be really nice to have some more technical insights on those techniques (perhaps with optional sections, as for other topics)."
143,"Good course for KD trees, LSH, Gaussian mixed model and LDA. "
144,"Great course. Some week were tough others too easy, but general a very interesting course."
145,"I found this Course less well prepared than the previous 3 modules. Misleading hints in the assignments, code errors, etc... Also, I found the amount of work required higher, which is not in itself a bad thing, just a bit unexpected."
146,Great! 
147,"Good class, But it would be much better if the quiz is open to those who doesn't pay."
148,"please rework in particular week 5, part 2"
149,Another great introduction. The assignments are notably a little bit harder than the previous courses.
150,"I loved the previous 3 courses and what I saw in this course so far seems pretty interesting. I'm really sad that Coursera decided to block access to assignments for not paying users. I really wanted to continue with the specialization but I already purchased another specialization, so I'm going to have to put this course on hold for a now. "
151,Not for the faint of heart but this course does a really good job of explaining clustering (and retrieval) of images and text. It includes several programming assignments which can be tackled with minimal programming experience if one perseveres.
152,Another great course. Strongly recommend!
153,Good course. Learned a lot from it. Thanks!
154,This course was great! With good code examples and algorithm applications and also intuition!It's a shame that we couldn't finish planned courses due to busy schedules of instructors as I was really looking forward to the capstone project! 
155,Nice course with all the practical stuffs and nice analysis about each topic but practical part of LDA was restricted for GraphLab users only which is a weak fallback and rest everything is fine.
156,Clustering &amp; Retrieval was a lot tougher compared to courses on regression &amp; classification because the match concepts behind this course were too complex. Nevertheless Emily tried to make this course as intuitive as possible
157,awesome course!
158,"sometimes difficult,but import so many useful knowledge"
159,"The materials presented are excellent with well prepared skeleton codes for all ML models. Comparing this course to its three preceding ones, this course is more challenging both conceptually and computationally. The slight drawback is that, because of the highly technical nature of the last three weeks' materials, there isn't enough guidance about how one may construct the ML algorithms from scratch, that is, learners with less experience in computing will, more or less, have to accept the sample codes with little confidence about how to (re)write such codes in the first place.As a result, I believe that learners with more experience in algorithms and data structure (or learners who proceed to learn more about this area) are likely to gain more from this course for at least two reasons: i) they are more comfortable with the complicated ML algorithms; ii) they can improve the algorithms to speed up the estimation time (some advanced techniques are quite computationally expensive, say over 20 minutes).In general, I have learnt very much from this course and love it."
160,I liked the slides.
161,very good! strongly recommend to people who want to start a career on data science or are interested in it
162,The teachers are really amazing. They do not just explain it as if they read a book. They explain the concepts very well
163,Overall is great. The LDA and Dendrograms lack quality/specificity and depth of the previous topics. So sad the Specialization collapsed at 4 courses instead of 6.
164,This course was my first encounter with Machine Learning! The course gave me a good understanding of the different ML algorithms used in clustering and retrieval of data! 
165,Very nice course. Concepts are covered very clearly.
166,"For me, this was the toughest of the first four courses in this specialization (now that the last two are cancelled, these are the only four courses in the specialization). I'm satisfied with what I gained in the process of completing these four courses. While I've forgotten most of the details, especially those in the earlier courses, I now have a clearer picture of the lay of the land and am reasonably confident that I can use some of these concepts in my work. I also recognize that learning of this kind is a life-long process. My plan next is to go through [https://www.amazon.com/Introduction-Statistical-Learning-Applications-Statistics/dp/1461471370], which, based on my reading of the first chapter, promises to be an excellent way to review and clarify the concepts taught in these courses.What I liked most about the courses in this specializations are: good use of visualization to explain challenging concepts and use of programming exercises to connect abstract discussions with real-world data. What I'd have liked to have more of is exercises that serve as building blocks -- these are short and simple exercises (can be programming or otherwise) that progressively build one's understanding of a concept before tackling real-world data problems. edX does a good job in this respect.My greatest difficulty was in keeping the matrix notations straight. I don't have any linear algebra background beyond some matrix mathematics at the high school level. That hasn't been much of a problem in the earlier three courses, but in this one I really started to feel the need to gain some fluency in linear algebra. [There's an excellent course on the subject at edX: https://courses.edx.org/courses/course-v1%3AUTAustinX%2BUT.5.05x%2B1T2017/ and I'm currently working through it.]Regardless of what various machine learning course mention as prerequisites, I think students would benefit from first developing a strong foundation in programming (in this case Python), calculus, probability, and linear algebra. That doesn't mean one needs to know these subjects at an advanced level (of course, the more the better), but rather that the foundational concepts are absolutely clear. I'm hoping this course at Coursera would be helpful in this regard: https://www.coursera.org/learn/datasciencemathskills/"
167," Really a good course, succinct and concise. "
168,"Great course on machine learning, however, left us in middle of learning, Recommender System + Deep Learning Capstone is missing"
169,Some themes are shown very superficially it would be great to go deeper. Despite of this the course is great! Thanks.
170,The course was very engaging and mathematically intensive. It provides background for all the necessary tools one must know to start clustering. Great Course. Will miss this course format as 5 and 6 are cancelled! 
171,Should use pandas instead of Graph Lab Create
172,Good and deep dive into ML!Absolutely disappointed that the course was delayed and the promise to take it through Course 5 and Capstone Project didn't come through.Not at all happy with that!! 
173,"A great course as the other 3 courses in the specialization.This course introduces and make us implement Knn,Kd trees,Gaussian Mixture model and LDA model for clustering and retrieval.The data set is the peoples wiki from the Foundations course and theres a assignment on clustering images too.If you have taken the other 3 an do this with ease and if you haven't taken those i think it will be better to take this course after the other 3."
174,Excellent course! Thanks a lot for the effort in compiling this course... I really enjoyed it!
175,"Dependence on GraphLab technology is a big minus. The lectures are poorly balanced in terms of difficulty. Apart from that - interesting course, I'm glad I took it."
176, Not happy about course 5 &amp; 6 got cancelled. 
177,"The material is complex and challenging, but the teaching procedure is carefully thought out in a way that you quickly get it, giving you a great sense of accomplishment."
178, Excellent Course!!! 
179,"Very sophisticated, friendly and practical instructions"
180,Enjoyed the course and learned a lot. Amazing! 
181,awesome clustering course
182, This specialization is delayed for months now - very annoying! Don't give them money! 
183,Great course but hard going at times for those of us without a strong maths background. The assignments took me a long time to complete and I think I'll have to revisit some areas as I become more familiar with them to really get the full benefit.
184,"I am taking all courses in the specialization, and this is my fourth. I have been having a great time with materials by both instructors so far, until I came to week 5 of this course.Despite repeated viewing, my understanding of LDA is non-existent. The first section is fine, but starting from Bayesian inference via Gibbs sampling, for me at least, the method of instruction has gone off a cliff.I strongly suggest soliciting feedback from learners that narrowly targets the material of this week 5 to determine if it's just me or if this is a wider problem. If it is the latter, perhaps it is time to redesign the lessons of this week."
185,great.
186,VERY IMPRESSIVE COURSE
187,This course contain many advance topic which was covered in fast pace by the professor special end lectures. This course contain very important topics of Machine learning could have given more time in explaining things. Thanks professor 
188," I have enrolled myself in the other Machine Learning courses offered by Uwash , but have to say this was not properly organized. I had got my certificates for the other courses easily , not because the contents was easy , but was easily understandable and well organized and there was a great sense of satisfaction after getting the certificate because of the knowledge gained.But unfortunately for this course , especially the week 4 and week 5 was lengthy and not up to the point and the quizzes were hence not seem to be related. So got my certificate after a bit of struggle. I'm planning to see other online materials related to week 4 and week 5 , as couldn't completely understand from this one. If you can modify those two weeks, it would be great. I hope you continue the great work of illuminating millions of young people's interests through your great courses and organization. Thank you from the bottom of my heart."
189,Excellent course 
190,It is explained in simple and lucid language by expert Emily and codes illustrated by Carlos. Go for it.
191,It's an amazing Course.
192,So Much Concepts to learn and totally worth it!
193,"Comme les pr??c??dents dans de cette sp??cialisation, ce cours est tr??s riche et donne les cl??s pour utiliser des outils complexes et puissants. Toutefois, un peu plus de d??tails sur certains aspects, notamment th??oriques, pourraient am??liorer la compr??hension de certains chapitres plus techniques."
194,"This was probably the most challenging course of them all, I thoroughly enjoyed it! Looking forward to dimensionality reduction and the capstone. "
195,"Thank you, it was a good one"
196,Great course! Very simple and practical.
197,"The course dived into basic and advanced concepts of unsupervised learning. As before, Prof Fox did a great job at explaining things."
198,this is not a an easy course but certainly an awesome one 
199,Excellent! Very good material and lectures and hands on. Really enriching.
200,"Very good, not only learn many good ML concepts, but also polish my python programming skill a lot. Thank you, Emily and Carlos."
201,"Great course, very hands-on, very practical knowledge."
202,Best course available till date as MooC
203,This was another great course. I hope that the instructors indulge in a little bit more theory. Anyway it was a magnificent course. Hope the coming courses are as good as this one.
204,Deep insight into most useful techniques of machine learning.
205,great!
206,Very Good in depth explanation and hand-on lab machine learning course. very focused on real world analytics and algorithms
207,I loved this course. then content is designed to acquire strong foundations in clustering.
208,"I really learn a lot in this course, although the materials are very difficult at first read, but Emily's explanation were clear and I would be able to get the idea after a few review."
209,Great intro!
210,From LDA onwards the pace ramped up ! Please be slow during advance topics. But altogether it was a great course.
211,ok
212,Excellent course - and of great practical use.
213,"All the courses in this specialization are great, but compared to the other 3 i did until now, this one seemed a bit short on material. Especially week 1, and somewhat week 6 was without good material. Weeks 2, 3 and 4 were great. I got lost somewhere in week 5 on collapsed Gibbs sampling.Still: very much recommend this course, it provides a good introduction to Nearest Neighors, K-Means, Gaussian Mixtures and LDA. Thx prof. Fox!!"
214,"For me, this course was disappointing. Here is why: First, the level, at which the course material is presented, is very low. It might be freshman level, but certainly not more. There are many buzzwords but no real explanations. The programming assignments are only doable because most of the work has been done by the people designing the assignments. There is very little left for the students. Furthermore, the procedures, that are already given, are not very well documented. Hence, a lot of guess work is required to figure out how things should work. Furthermore, little effort has been spent to structure the procedures that are already given. Altogether, this makes doing the programming assignments very unsatisfying.Finally, the professor presenting the materials does not take part in the discussion forums. Contrary to other courses that I have attended at Coursera, this time the discussion forum was no help at all."
215,The material covered in this course is immense and gives a deep understanding of several algorithms required to perform unsupervised learning tasks. 
216,"This course was awesome as all the previous courses, I'm waiting to the next course and the capstone"
217,Detailed coverage of several approaches to clustering. Not easy but learned a lot.
218,Awesome :)
219,"Feels like this course in the specialization was a bit rushed, compared to the first 3 courses. It had 2 modules (first &amp; last) that were more like placeholders and the middle 4 modules went from concept to the maths behind the algorithm very quickly. It needs a bit of work on expanding the course and presenting a bit more slowly. Having said all that, the concepts and algorithms taught are very interesting and a good first step into the unsupervised learning section."
220,One of the best machine learning course I have taken.
221,"Another super course. Though admittedly (for me at least) very difficult to make within the allotted time given for one period of the Course. Lots of advanced stuff that require substantial studies to really comprehend, i.e., it should never be enough just to hack &amp; run the code (that's the easier challenge). Still have a long washing list of topics coming out of this Course that I need (want) to understand better. But at least the background to do so is neatly provided here. So without further ado ... Applause!"
222,Excellent course. 
223,"Some of the interesting topics discussed in this course could be treated substantially more extensive and detailed in order to get a better grip and understanding on them (e.g. Gibbs sampling). After this course, it is a bit dazzling how much different algorithms and methods are available for clustering and retrieval tasks and this course easily could have been subdivided into two or three separate courses on the same topic with a more detailed treatment. Still, about many interesting subjects a tip of the iceberg has been brought to you ... it tastes so good that you would like to have much more!"
224,"Amazing course, really helpful, as a ML researcher you need this kind of foundation"
225,"The best course in the specialization thus far. Very rich and wide ranging, perfect for the motivated part-time learner who wants to be challenged and have ample reason to revisit the material. I only wish this course had been longer, perhaps shortening the classification course to make room."
226,a practical and interesting course about clustering and retrival
227,"The assignments are excellent and help understand the algorithms and concepts taught in the course. There are some garbling in the subtitles/transcripts (including the quirky one that every time the lecturer says EM - the EM doesn't appear, and the following word is capitalized). As usual Graphlab Create / Sframes can't handle apply(). however mostly apply() appears in the part of the assignment that inputs files and turns them into data matrices and the explanations how to run the assignment with Scikit-Learn include pre-computed input files"
