,comment,target
33,It is a awesome course,{'cours': ['course']}
34,Great course to be introduced in AngularJS and learn the basic functionality of this framework.,"{'cours': ['course'], 'angularj': ['AngularJS'], 'function': ['functionality'], 'framework': ['framework']}"
35,"Should be a more in depth course.Although for an introduction into AngularJS, it is a very good course.","{'depth course.although': ['depth course.Although'], 'introduct': ['introduction'], 'angularj': ['AngularJS'], 'cours': ['course']}"
36,"Thank you for these lessons, answered my pressing questions about web development","{'lesson': ['lessons'], 'question': ['questions'], 'web develop': ['web development']}"
37,I've been trying to learn Angular for so long! This course finally demystified the basics for me.,"{'cours': ['course'], 'basic': ['basics']}"
38,"good and useful course, but includes some content unit testing that is extraneous and could be in a separate course","{'cours': ['course'], 'unit test': ['unit testing']}"
39,Awesome course,{'cours': ['course']}
40,Its great!,{}
41,Overall course arrangement is awsome,{'cours arrang': ['course arrangement']}
42,Excelent course,{'cours': ['course']}
43,good,{}
44,"During this course I had many issues with bower and version conflicts. I do everything step by step like in the video, and nothing works. I look at error log and realize there is some issue with versions. It would be really nice if you explained how to deal with it, instead of making me waste hours of my time on googling this stuff. It almost made me quit using bower forever. ","{'cours': ['course'], 'issu': ['issues', 'issue'], 'bower': ['bower'], 'version conflict': ['version conflicts'], 'everyth': ['everything'], 'step': ['step'], 'video': ['video'], 'noth work': ['nothing works'], 'version': ['versions'], 'wast': ['waste'], 'hour': ['hours'], 'time': ['time'], 'googl': ['googling'], 'stuff': ['stuff']}"
45,Wonderful course to learn AngularJS. Thank you to Jogesh K Muppala for explaining in a each and every topic and excercises more practically.,"{'cours': ['course'], 'angularj': ['AngularJS'], 'jogesh k muppala': ['Jogesh K Muppala'], 'topic': ['topic']}"
46,"Apart from angular i learn task runners, testings, scaffolds and more. Love this one!","{'task runner': ['task runners'], 'test': ['testings'], 'love': ['Love']}"
47,"This is excellent training for the person who likes to keep up with the latest and greatest front-end developments. If you don't like to switch up and turn on a dime then this course is not for you. I had trouble aplenty and yet the point seemed to be stay flexible, be prepared to use obscure tools that are supposed to make the site work better but who knows exactly what is happening under the hood , expect change and adversity, become an expert at debugging that crappy code and refactoring everything at the drop of a hat. This is probably good approximation of real world experience where you would need to come in on a project and bail them out of angularjs damnation. Be prepared to be frustrated.","{'train': ['training'], 'person': ['person'], 'develop': ['developments'], 'cours': ['course'], 'troubl': ['trouble'], 'point': ['point'], 'tool': ['tools'], 'site': ['site'], 'work': ['work'], 'chang': ['change'], 'advers': ['adversity'], 'expert': ['expert'], 'code': ['code'], 'refactor': ['refactoring'], 'everyth': ['everything'], 'drop': ['drop'], 'hat': ['hat'], 'approxim': ['approximation'], 'world experi': ['world experience'], 'project': ['project'], 'angularj damnat': ['angularjs damnation']}"
48,It was a challenging and a fun course. Good in-depth and hands on experience on Angular and other web-tools.,"{'fun cours': ['fun course'], 'hand': ['hands'], 'experi': ['experience'], 'web-tool': ['web-tools']}"
49,"Very nice course! You should include an explanation of the versions of the angular components that are compatible, it could be very releasing.","{'cours': ['course'], 'explan': ['explanation'], 'version': ['versions'], 'compon': ['components']}"
50,Excellent course!,{'cours': ['course']}
51,"some difficult, but it's so useful and powerful languages",{'languag': ['languages']}
52,Perfect course to get started with AngularJS,"{'perfect cours': ['Perfect course'], 'angularj': ['AngularJS']}"
53,Great course to learn about AngularJS. Syllabus is good to provide step by step and deep learning. Examples are good to provide practice practices with steps. Assignment is also a good test for the knowledge learned in each week. ,"{'cours': ['course'], 'angularj': ['AngularJS'], 'syllabus': ['Syllabus'], 'step': ['step', 'steps'], 'learn': ['learning'], 'exampl': ['Examples'], 'practic practic': ['practice practices'], 'assign': ['Assignment'], 'test': ['test'], 'knowledg': ['knowledge'], 'week': ['week']}"
54,Excellent course,{'cours': ['course']}
55,Great course.,{'cours': ['course']}
56,I did not know what was going on and I have to stop.,{}
57,Must for a new age programmer,{'age programm': ['age programmer']}
58,Great!,{}
59,amazing course gave me in-depth knowledge of Angular.js framework!,"{'cours': ['course'], 'knowledg': ['knowledge'], 'angular.j framework': ['Angular.js framework']}"
60,comprehensive ,{}
61, This is a Great Course. However I think that is a wonderful option to have an intermediate leve with angularJs. ,"{'cours': ['Course'], 'option': ['option'], 'leve': ['leve'], 'angularj': ['angularJs']}"
62,Should be updated with angular 2 components. Rest it was awesome,{'compon': ['components']}
63,good and useful course ,{'cours': ['course']}
64,excellent course i ever did ,{'cours': ['course']}
65,Bad video quality and errors in course material. Worst course on Coursera.,"{'qualiti': ['quality'], 'error': ['errors'], 'cours materi': ['course material'], 'cours': ['course'], 'coursera': ['Coursera']}"
66,"The lessons were well structured and easy to follow, while covering all of the essential topics needed to use Angular, including some server-side development tools. As an introductory course, it met my expectations.","{'lesson': ['lessons'], 'topic': ['topics'], 'develop tool': ['development tools'], 'cours': ['course'], 'expect': ['expectations']}"
67,Very in depth and practical course that gets you jump-started on AngularJS. The quizzes were a bit too simple but I imagine the assignments would have more content since they are locked behind purchase Would love to see a Angular 2 course as well.,"{'depth': ['depth'], 'cours': ['course'], 'angularj': ['AngularJS'], 'quizz': ['quizzes'], 'bit': ['bit'], 'assign': ['assignments']}"
68,We need Angular 2,{}
69,Nice Description with good exercises.Please provide a course for Angular 2 also,"{'descript': ['Description'], 'exercises.pleas': ['exercises.Please'], 'cours': ['course']}"
70,Awesome course for a good startup!!!,"{'cours': ['course'], 'startup': ['startup']}"
71,"Very Good Course to learn. Assignments are very good,","{'cours': ['Course'], 'assign': ['Assignments']}"
72,very satisfied ,{}
73,"this course overall is great. the content needs to be more in depth and give more compact information in each session. also need to give more detail why we should do certain step instead of just tell how to do. the course offer resources, and this aids with further self-pace learning, which is helpful. the ppt resource could cover more content in detail.overall it is a good course.","{'cours': ['course'], 'overal': ['overall'], 'content': ['content'], 'depth': ['depth'], 'inform': ['information'], 'session': ['session'], 'detail': ['detail'], 'step': ['step'], 'cours offer resourc': ['course offer resources'], 'aid': ['aids'], 'learn': ['learning'], 'ppt resourc': ['ppt resource'], 'detail.overal': ['detail.overall']}"
74,superb course,{'cours': ['course']}
75,Best Ever!,{}
76,Superb course,{'cours': ['course']}
77,love it,{'love': ['love']}
78,The most complete course for angular beginners. Grat job teacjer Mupala D,"{'cours': ['course'], 'beginn': ['beginners'], 'teacjer mupala d': ['teacjer Mupala D']}"
79,good. its a worth your time,{'time': ['time']}
80,good,{}
81,Excellent break down of Angular JS. A very good introduction; you will still need to read the Angular JS docs to get depth.,"{'break': ['break'], 'js': ['JS'], 'introduct': ['introduction'], 'js doc': ['JS docs'], 'depth': ['depth']}"
82,"This course was too messy. I spent 75% of my time to get the examples to work. It would have been better if after each module all the js and html files would be given in total, not just the snippets.","{'cours': ['course'], '%': ['%'], 'time': ['time'], 'exampl': ['examples'], 'modul': ['module'], 'js': ['js'], 'html file': ['html files'], 'total': ['total']}"
83,Great Course. Have a wide knowledge about Angular js.,"{'cours': ['Course'], 'knowledg': ['knowledge'], 'js': ['js']}"
84,Amazing instructor!,{'instructor': ['instructor']}
85,Very nice course! Huge amount of things to learn and very useful to work on the web app field! Thanks,"{'cours': ['course'], 'amount': ['amount'], 'thing': ['things'], 'web app field': ['web app field'], 'thank': ['Thanks']}"
86,"Explicit design of course, easy to understand flow and good practice assignments","{'design': ['design'], 'cours': ['course'], 'flow': ['flow'], 'practic assign': ['practice assignments']}"
87,Very Good course. Recommended,{'cours': ['course']}
88,It was a great course,{'cours': ['course']}
89,this course is good thank you for this information we look forward more,"{'cours': ['course'], 'inform': ['information']}"
90,"The course was really demanding for me but in the end you feel like you achieved something. Don't give up if your localhosts don't work, there are solutions, look it up.","{'cours': ['course'], 'end': ['end'], 'someth': ['something'], 'localhost': ['localhosts']}"
91,"Good introductory type course but when there are issues a student is having that no other peer can resolve, the instructors are almost NEVER available to assist.","{'type cours': ['type course'], 'issu': ['issues'], 'student': ['student'], 'instructor': ['instructors']}"
92,Really useful and informative!,{}
93,"Overall pretty good, but I think maybe the course ought to be extended a week or so to really take time and look at descriptions of the tasks run in the task runners. The angular content is pretty good and helpful, though. ","{'cours': ['course'], 'week': ['week'], 'time': ['time'], 'descript': ['descriptions'], 'task': ['tasks'], 'task runner': ['task runners'], 'content': ['content']}"
94,Great,{}
95,"Should update to Angular 2, or at least revise some exercises to include code for Angular 1.6.. and keep track properly of when gulpfile should be updated!","{'exercis': ['exercises'], 'code': ['code']}"
96," Starting from fundamental concepts to basic practice, Professor Muppala has the way to make you learn better. ","{'concept': ['concepts'], 'practic': ['practice'], 'professor muppala': ['Professor Muppala'], 'way': ['way']}"
97,Great course. AngularJS is presented gradually with good manners. Super work by Jogesh K. Muppala.,"{'cours': ['course'], 'angularj': ['AngularJS'], 'manner': ['manners'], 'super work': ['Super work'], 'jogesh k. muppala': ['Jogesh K. Muppala']}"
98,A well presented course with broad coverage of AngularJS. I thoroughly enjoyed it. The Coursera platform is excellent and easy to use.,"{'cours': ['course'], 'coverag': ['coverage'], 'angularj': ['AngularJS'], 'coursera platform': ['Coursera platform']}"
99,Good content and awesome instructor ,"{'content': ['content'], 'instructor': ['instructor']}"
100,sir you are best i learnt so much from you and i really appreciatie your work for students,"{'work': ['work'], 'student': ['students']}"
101,Good Course Learned much from it,{'cours': ['Course']}
102,"Exercise sources are not up to date, I have come across many problems.","{'exercis sourc': ['Exercise sources'], 'problem': ['problems']}"
103, Excellent! First time in Angular ; it was a very good course. ,"{'time': ['time'], 'cours': ['course']}"
104,perfect,{}
105,The course is well structured. ,{'cours': ['course']}
106,Amazing course. Thank you Yakov.,"{'cours': ['course'], 'yakov': ['Yakov']}"
107,One of the best course in coursera. Thanks!,"{'cours': ['course'], 'coursera': ['coursera'], 'thank': ['Thanks']}"
108,Great! I have really learned a lot by attending this course. Hope to see the AngularJS 2 or React course anytime soon ,"{'lot': ['lot'], 'cours': ['course'], 'angularj': ['AngularJS']}"
109," Amazing Course, made me understand Angular in an easy way. It gave me a good quick start. Hats of to the teacher for all the hard work.","{'cours': ['Course'], 'way': ['way'], 'start': ['start'], 'hat': ['Hats'], 'teacher': ['teacher'], 'work': ['work']}"
110,it was fun .,{'fun': ['fun']}
111,Very easy to understand.E,{'understand.': ['understand.E']}
112,Great Course,{'great cours': ['Great Course']}
113,Excellent ,{}
114,Thanks to Mr. Jogesh for carrying out complex concepts with ease. ,"{'thank': ['Thanks'], 'mr. jogesh': ['Mr. Jogesh'], 'concept': ['concepts'], 'eas': ['ease']}"
115,Awesome course,{'cours': ['course']}
116,very helpful for newbies,{'newbi': ['newbies']}
117,Rushed though the core material. ,{'core materi': ['core material']}
118,Definitely Not for young new front end learners Lots of things difficult to understand.,"{'end learner lot': ['end learners Lots'], 'thing': ['things']}"
119,Nice course getting into AngularJS programming foundations and some very useful tools.,"{'cours': ['course'], 'angularj program foundat': ['AngularJS programming foundations'], 'tool': ['tools']}"
120,"Good course, cover most important topics in didatc way. But the code quality is poor and I advice to study the John Papa's Angula code style to learn a better way of using AngularJS.","{'cours': ['course'], 'topic': ['topics'], 'way': ['way'], 'code qualiti': ['code quality'], 'angula code style': ['Angula code style'], 'angularj': ['AngularJS']}"
121,Easy to understand.,{'easi': ['Easy']}
122,"This great course will teach you not only how to create a single page application, but it will also show you the basics about developing to the web, as it shows you the tools that will allow you to work better as a web developer.","{'cours': ['course'], 'page applic': ['page application'], 'basic': ['basics'], 'tool': ['tools'], 'web develop': ['web developer']}"
123,This was a hard course and many of the exercises did not have enough details to complete the assignments on time. I had to rely on course forums and a lot of googling to finish the course successfully. ,"{'cours': ['course'], 'exercis': ['exercises'], 'detail': ['details'], 'assign': ['assignments'], 'time': ['time'], 'cours forum': ['course forums'], 'lot': ['lot'], 'googl': ['googling']}"
124,"Many errors appeared doing exercises, material needs to be updated - many node modules already deprecated. Also it'll be better if teacher more clarify all the actions he doing. Sometimes he did something not clear and there was no answer what is happening and why in this way.","{'error': ['errors'], 'exercis': ['exercises'], 'materi': ['material'], 'node modul': ['node modules'], 'teacher': ['teacher'], 'action': ['actions'], 'someth': ['something'], 'way': ['way']}"
125,i got bunch of info in this course i believe i won't get it in organized and net way anywhere else. and i recomned even learn angular from anywhere else take the course. ,"{'bunch': ['bunch'], 'info': ['info'], 'cours': ['course'], 'way': ['way']}"
126, The course was very clear and interesting! ,{'cours': ['course']}
127,Nice course. However I am hearing scratching noises when the tutor is speaking which is little disturbing.,"{'cours': ['course'], 'nois': ['noises'], 'tutor': ['tutor']}"
128,This course is not for javascript beginners. You should come in with solid understanding of the language - probably more than you would get from the first two courses of this program. ,"{'cours': ['course', 'courses'], 'javascript beginn': ['javascript beginners'], 'understand': ['understanding'], 'languag': ['language'], 'program': ['program']}"
129,"A bit outdated now, however it is still a good resource to get started.","{'bit': ['bit'], 'resourc': ['resource']}"
130,recommended course covers all angular 1,{'cours': ['course']}
131,Thank you for providing new Angulagr js course ,{'angulagr js cours': ['Angulagr js course']}
132,This course is very clear. The assignments were very well for improving my understanding.Thank you.,"{'cours': ['course'], 'assign': ['assignments'], 'understanding.thank': ['understanding.Thank']}"
133,Very useful course with excellent course material. However there were some problems with the audio quality. Fixing them would make this course really enjoyable.,"{'cours': ['course'], 'cours materi': ['course material'], 'problem': ['problems'], 'qualiti': ['quality']}"
134,Not well designed and the professor hard to follow...,{'professor': ['professor']}
135,Good ,{}
136,Very fine explanation,{'explan': ['explanation']}
137,This class gives me a very useful knowledge that help me a lot in my work. The teacher's lecture is very suited with novice,"{'class': ['class'], 'knowledg': ['knowledge'], 'lot': ['lot'], 'work': ['work'], 'teacher': ['teacher'], 'lectur': ['lecture']}"
138,Nice!! I can write a web application now!,"{'!!': ['!!'], 'web applic': ['web application']}"
139,good,{}
140,Thank you !,{}
141,nice course and nice explanation ,"{'cours': ['course'], 'explan': ['explanation']}"
142,Excellent source of information.,"{'sourc': ['source'], 'inform': ['information']}"
143,"Angular is very extensive, difficult to understand, but the teacher finds the way putting together everything, Excellent course, the best until now. ","{'teacher': ['teacher'], 'way': ['way'], 'everyth': ['everything'], 'cours': ['course']}"
144,Excellent course. I was very helpful!!,{'cours': ['course']}
145,very good,{}
146,This is the best course in getting the basic understanding of AngularJS. I really did get a lot out this course and I would highly recommend anyone for trying to learn angularJs. The organization and the layout of the course and also the professor explanation of the concept are really great!!,"{'cours': ['course'], 'understand': ['understanding'], 'angularj': ['AngularJS', 'angularJs'], 'lot': ['lot'], 'anyon': ['anyone'], 'organ': ['organization'], 'layout': ['layout'], 'professor explan': ['professor explanation'], 'concept': ['concept']}"
147,Nice Course. Professor makes it more easy and interesting to learn. Thank You Sir.,"{'cours': ['Course'], 'professor': ['Professor'], 'sir': ['Sir']}"
148,Too hard to listen his English,{'english': ['English']}
149,very well structured for learning at our own space!,{'space': ['space']}
150,I like the professor...but the activities and projects always had errors and issues that weren't easily fixable. And the mentors are absolutely terrible at providing guidance. So I most likely won't be able to finish this course.,"{'professor': ['professor'], 'activ': ['activities'], 'project': ['projects'], 'error': ['errors'], 'issu': ['issues'], 'mentor': ['mentors'], 'guidanc': ['guidance'], 'cours': ['course']}"
151,"AngularJS is The brain in the front-end development, and it was the most difficult part of this specialization so far, regarding all the concepts behind, like TDD, REST, MVC, etc. Once that you understand all of these concepts, the course is great. Professor Joggesh explains the angular features in a comprehensive way and his references to external links are a must.","{'angularj': ['AngularJS'], 'brain': ['brain'], 'develop': ['development'], 'part': ['part'], 'special': ['specialization'], 'concept': ['concepts'], 'tdd': ['TDD'], 'rest': ['REST'], 'cours': ['course'], 'professor joggesh': ['Professor Joggesh'], 'featur': ['features'], 'way': ['way'], 'refer': ['references'], 'link': ['links']}"
152,very interesting course,{'cours': ['course']}
153,Fantastic!!,{}
154,Super good start for people without any javascript experience. But you will need more in real life ,"{'super start': ['Super start'], 'peopl': ['people'], 'javascript experi': ['javascript experience'], 'life': ['life']}"
155,The teacher is amazing,{'teacher': ['teacher']}
156,Nice Course ,{'cours': ['Course']}
157,"I loved this coursed, it allowed me to get more opportunities in my work field, I highly recommend it.","{'opportun': ['opportunities'], 'work field': ['work field']}"
158,Learning materials are poorly delivered. Codes given are bug-ridden this in turn makes it incredibly difficult to follow on. Disappointing,"{'learn materi': ['Learning materials'], 'code': ['Codes']}"
159, This course is the best part of the Full Stack series. I would like to see a more advance course just on Angular.,"{'cours': ['course'], 'part': ['part'], 'stack seri': ['Stack series']}"
160,"I liked this course so much. I never had used Angular JS nor JSON before and now I leanerd something new. Now, I'm going to put in practice all I've learned with my new projects. Thanks a lot to Jogesh K. Muppala and Coursera for the shared knowledges.","{'cours': ['course'], 'js': ['JS'], 'json': ['JSON'], 'someth': ['something'], 'practic': ['practice'], 'project': ['projects'], 'thank': ['Thanks'], 'lot': ['lot'], 'jogesh k. muppala': ['Jogesh K. Muppala'], 'coursera': ['Coursera'], 'knowledg': ['knowledges']}"
161,"Very good course, go ahead",{'cours': ['course']}
162,"it is good , but some items needs to be illustrated in more details , a great thing of this course is that it gives a lot of practice exercises ","{'item': ['items'], 'detail': ['details'], 'thing': ['thing'], 'cours': ['course'], 'lot': ['lot'], 'practic exercis': ['practice exercises']}"
163,The tutor is exceptionally good. It included all the sources for documentation but I felt I learned more from by reading the Angularjs official documentation than from this course. Assignments covered a variety of concepts. ,"{'tutor': ['tutor'], 'sourc': ['sources'], 'cours': ['course'], 'assign': ['Assignments'], 'varieti': ['variety'], 'concept': ['concepts']}"
164,Great introduction to angular.js,"{'introduct': ['introduction'], 'angular.j': ['angular.js']}"
165,For a newbie in Frameworks I could learn a lot! Thanks to the professor and this excelent complete course.,"{'newbi': ['newbie'], 'framework': ['Frameworks'], 'lot': ['lot'], 'thank': ['Thanks'], 'professor': ['professor'], 'cours': ['course']}"
166,Quite a good experience.,{'experi': ['experience']}
167,Very nice explanations!,{'explan': ['explanations']}
168,"Very complete course, good teacher on my first experience with coursera, really great ! ","{'cours': ['course'], 'teacher': ['teacher'], 'experi': ['experience'], 'coursera': ['coursera']}"
169,The course was very helpful. I can now work comfortably with Angular. Thank you!,{'cours': ['course']}
170,"A nice overview on Angular JS, just enough to get you started!","{'overview': ['overview'], 'js': ['JS']}"
171,There are steps that are missing at times which require you to scour for help. There are also quirks that aren't mentioned that other students have to point out. Unaddressed questions in the discussion board required escalation. Feels rushed and it's hard to learn for a beginner. Feels like you're just going through the motions and copy and pasting code.,"{'step': ['steps'], 'time': ['times'], 'help': ['help'], 'student': ['students'], 'question': ['questions'], 'discuss board': ['discussion board'], 'escal': ['escalation'], 'beginn': ['beginner'], 'motion': ['motions'], 'past': ['pasting'], 'copi code': ['copy code']}"
172,I am a bit disappointed by this course. I was expecting a more fast paced course with more information regarding Angular. Unfortunately in the videos there is a lot of time spent on unnecessary details and reading out loud the source code. The exercises are quite basic and they did not pose real challenges - except for errors coming from mismatched packages or mistakes in configuration files. Also I think that the level of support provided by the mentors of this course is lacking. Mentors are quite absent and very late in providing any help in the forums so the students have to kind of counsel one another - that is sometimes good but a proper class also requires a good level of supervision.All in all I think this is an OK course that is mostly geared to the uninitiated. It needs some serious work to make it a great course.,"{'bit': ['bit'], 'cours': ['course'], 'inform': ['information'], 'video': ['videos'], 'lot': ['lot'], 'time': ['time'], 'detail': ['details'], 'sourc code': ['source code'], 'exercis': ['exercises'], 'challeng': ['challenges'], 'error': ['errors'], 'packag': ['packages'], 'mistak': ['mistakes'], 'configur file': ['configuration files'], 'level': ['level'], 'support': ['support'], 'mentor': ['Mentors', 'mentors'], 'help': ['help'], 'forum': ['forums'], 'student': ['students'], 'kind': ['kind'], 'counsel': ['counsel'], 'class': ['class'], 'supervision.al': ['supervision.All'], 'work': ['work']}"
173,"Professor just does not explain the concepts well, just reads the code snippets. You need to figure things out the hard way. You don't get too much help from the moderators as well.","{'professor': ['Professor'], 'concept': ['concepts'], 'thing': ['things'], 'way': ['way'], 'help': ['help'], 'moder': ['moderators']}"
174,Amazing course!,{'cours': ['course']}
175,a great course and good instructor.,"{'cours': ['course'], 'instructor': ['instructor']}"
176,"Great Course for angular 1.x for angular newbies.It includes almost all the angular basic concept,including module,controller,service,filter,directive,view,data model,expressions,two way binding,dependency injection.And also this course provides a good full example illustrating how to use angular CRUD app.However,finishing this course is far from being proficient in angular developing,you should keep practicing more and find more resources from angular official websites.","{'cours': ['course', 'Course'], '1.x': ['1.x'], 'newbies.it': ['newbies.It'], 'concept': ['concept'], 'modul': ['module'], 'control': ['controller'], 'servic': ['service'], 'filter': ['filter'], 'direct': ['directive'], 'exampl': ['example'], 'crud app.howev': ['CRUD app.However'], 'resourc': ['resources'], 'websit': ['websites']}"
177,"very informative and challenging course, i enjoyed finishing it.",{'cours': ['course']}
178,Challenging but fun!,{'fun': ['fun']}
179,"It's a lot better than trying to learn the methods and information on my own without an instructor. I feel very empowered. In any case, the course was a very good brain workout.","{'lot': ['lot'], 'method': ['methods'], 'inform': ['information'], 'instructor': ['instructor'], 'case': ['case'], 'cours': ['course'], 'brain workout': ['brain workout']}"
180,Teacher is really bad. Terrible.,{'teacher': ['Teacher']}
181,I definitely enjoyed doing this course. The exercises really helped me understand it and it makes you more involved. ,"{'cours': ['course'], 'exercis': ['exercises']}"
182,Excellent course. Thanks.,"{'cours': ['course'], 'thank': ['Thanks']}"
183,very useful course,{'cours': ['course']}
184,Best Course for Beginner,"{'cours': ['Course'], 'beginn': ['Beginner']}"
185,Top interest!,{'interest': ['interest']}
186,There are no advanced stuff these what is taught are basics any graduate or undergraduate student can easily pickup on his her own interest. What a waste of time ,"{'stuff': ['stuff'], 'basic': ['basics'], 'graduat': ['graduate'], 'student': ['student'], 'pickup': ['pickup'], 'interest': ['interest'], 'wast': ['waste'], 'time': ['time']}"
187,Everything is clearly explained! Practice was great!,"{'everyth': ['Everything'], 'practic': ['Practice']}"
