,comment,target
23,I loved this course. Professors are great at explaining the concepts and the programming assignments are fun and challenging. Definitely recommend. ,"{'cours': ['course'], 'professor': ['Professors'], 'concept': ['concepts'], 'program assign': ['programming assignments'], 'fun': ['fun']}"
24,It is awesome! Thanks to the Professors for a wonderful package.,"{'thank': ['Thanks'], 'professor': ['Professors'], 'packag': ['package']}"
25,Great course for reviewing the Java programming language. It??s challenging enough for someone who has previous knowledge of programming and Java so it can serve as a way of evaluating your knowledge and further it a bit more. ,"{'cours': ['course'], 'java program languag': ['Java programming language']}"
26,It's really helpful to learn or consolidate those basic but important knowledge!,{'knowledg': ['knowledge']}
27,A well organized and clear course for intermediate learners and people who want to review some fundamental topics about OOP and Java. Make a project based on what you are learning through the weeks is a big plus. Teachers and all the material are very good.,"{'cours': ['course'], 'learner': ['learners'], 'peopl': ['people'], 'topic': ['topics'], 'oop': ['OOP'], 'java': ['Java'], 'project': ['project'], 'week': ['weeks'], 'plus': ['plus'], 'teacher': ['Teachers'], 'materi': ['material']}"
28,"Mia, Leo and Christine teaches object-oriented programming in Java very well. The course is based on a very interesting map project which makes learning very fun.","{'mia': ['Mia'], 'leo': ['Leo'], 'christin': ['Christine'], 'program': ['programming'], 'java': ['Java'], 'cours': ['course'], 'map project': ['map project'], 'fun': ['fun']}"
29,"Great class overall. I found the week on inheritance to be especially good. Very clear explanations, examples, and illustrations which is so important in a fundamental CS class like this.","{'class': ['class'], 'week': ['week'], 'inherit': ['inheritance'], 'explan': ['explanations'], 'exampl': ['examples'], 'cs class': ['CS class']}"
30,wonderful course i like the way of teaching........,"{'cours': ['course'], 'way': ['way'], 'teach': ['teaching']}"
31,Excellent,{}
32,great course and fun assignment!,"{'cours': ['course'], 'fun assign': ['fun assignment']}"
33,This course was awesome. They taught each and every concept in such a flawless way with additional conceptual challenges. Really loved it. ,"{'cours': ['course'], 'concept': ['concept'], 'way': ['way'], 'challeng': ['challenges']}"
34,"Course structure and material were great and well-planned. Best thing about the course is the project they have you build, it really sharpens your skills and gives you ability to apply what you have learned right away.","{'cours structur': ['Course structure'], 'materi': ['material'], 'thing': ['thing'], 'cours': ['course'], 'project': ['project'], 'skill': ['skills']}"
35,I have learnt so much from this coure.I thank coursera.,"{'coure.i': ['coure.I'], 'coursera': ['coursera']}"
36,A good course to further improve java knowledge and get acquainted to its features through a very interesting project!,"{'cours': ['course'], 'java knowledg': ['java knowledge'], 'featur': ['features'], 'project': ['project']}"
37,"A good course. The user of unfolding maps makes it a little confusing at times, but on the positive side it provides and example that could be of practical use when creating programs in future.","{'cours': ['course'], 'user': ['user'], 'map': ['maps'], 'time': ['times'], 'side': ['side'], 'exampl': ['example'], 'use': ['use'], 'program': ['programs'], 'futur': ['future']}"
38,"very well structured, with good examples and video explanations","{'exampl': ['examples'], 'video explan': ['video explanations']}"
39,Great Course!,{'cours': ['Course']}
40,"excellent course ,and the guiders are very supportive and this course going to help me in future with large benefit and successes","{'cours': ['course'], 'guider': ['guiders'], 'futur': ['future'], 'benefit': ['benefit'], 'success': ['successes']}"
41,The new concepts were provided in a way that was very simple to incorporate. The project is fun to develop and the teachers were very clear in their lessons.,"{'concept': ['concepts'], 'way': ['way'], 'project': ['project'], 'fun': ['fun'], 'teacher': ['teachers'], 'lesson': ['lessons']}"
42,"Very interesting Course and the way the instructors give the lessons are great and easy to follow. The concept challenges are also, very good, because it makes you test yourself if you really understand the concepts or not. ","{'cours': ['Course'], 'way': ['way'], 'instructor': ['instructors'], 'lesson': ['lessons'], 'concept challeng': ['concept challenges'], 'concept': ['concepts']}"
43,"Great course, learned a lot","{'cours': ['course'], 'lot': ['lot']}"
44,"very nice introduction to classes, subclasses and iterfaces. The final project took me a serious effort but i think this is all about commitment. i got stucked for few days but when you find the solution to your problem is a very addictive sensetion","{'introduct': ['introduction'], 'class': ['classes'], 'subclass': ['subclasses'], 'project': ['project'], 'effort': ['effort'], 'commit': ['commitment'], 'day': ['days'], 'solut': ['solution'], 'problem': ['problem'], 'senset': ['sensetion']}"
45,"The core content of the course is really good. On the downside, there is, in my opinion, too big a focus on the unfolding map mod. I would have preferred to code objects from scratch. ","{'core content': ['core content'], 'cours': ['course'], 'downsid': ['downside'], 'opinion': ['opinion'], 'focus': ['focus'], 'map mod': ['map mod'], 'object': ['objects'], 'scratch': ['scratch']}"
46,"I expected much more in this course. In my point of view, a very long time was spent to learn how to draw something in the screen. I thought this course would be focused in Object Oriented Programming and all about the best practices, why not? But it didn't, sometimes was very hard to go on with this. Anyway, thank you all.","{'cours': ['course'], 'point': ['point'], 'view': ['view'], 'time': ['time'], 'someth': ['something'], 'screen': ['screen'], 'object orient program': ['Object Oriented Programming'], 'practic': ['practices']}"
47,Must have if you begin to learn java.,{'java': ['java']}
48,Best course to learn object oriented programming,"{'cours': ['course'], 'object program': ['object programming']}"
49,"I signed up for this course hoping for a good introduction to OO programming and Java only to not be able to verify if I have even learned anything. Of course I can access the course material, but the fact that cannot even manually check if my answers are correct with certainty makes all of this less efficient than simply learning it by myself.","{'cours': ['course'], 'introduct': ['introduction'], 'oo program': ['OO programming'], 'java': ['Java'], 'cours materi': ['course material'], 'answer': ['answers'], 'certainti': ['certainty']}"
50,Well designed Online course. Easy to learn. Clear explanation of the concepts. ,"{'onlin cours': ['Online course'], 'easi': ['Easy'], 'explan': ['explanation'], 'concept': ['concepts']}"
51,wonderful experience with coursera ,"{'experi': ['experience'], 'coursera': ['coursera']}"
52,The challenges with questions and demos are very useful.Helps for a good understanding.,"{'challeng': ['challenges'], 'question': ['questions'], 'demo': ['demos'], 'understand': ['understanding']}"
53,Great course !!,{'cours': ['course']}
54,Thank you guys for this massive information you put in this course. I appreciate your efforts well explanation you guys awesome ,"{'guy': ['guys'], 'inform': ['information'], 'cours': ['course'], 'effort': ['efforts'], 'explan': ['explanation']}"
55,Very Practical and the project is quite engaging. I'm a structural engineer and thought the earthquake map project was related to my interests in seismic design and automation visualization of pertinent data.,"{'practic': ['Practical'], 'project': ['project'], 'engin': ['engineer'], 'earthquak map project': ['earthquake map project'], 'interest': ['interests'], 'design': ['design'], 'autom visual': ['automation visualization'], 'data': ['data']}"
56,"the course is good, but I'd like to have more challenging assignments, maybe I had a little bit more knowledge than it is required for this course.","{'cours': ['course'], 'assign': ['assignments'], 'bit': ['bit'], 'knowledg': ['knowledge']}"
57,Excellent course.,{'cours': ['course']}
58,Nice use of both the processing API and google APIs. ,"{'use': ['use'], 'process api': ['processing API'], 'googl api': ['google APIs']}"
59,great course!very useful,{}
60,Great explanation....,{'explan': ['explanation']}
61,I appreciate the time and effort invested by the Instructors and their members for making such an excellent course! It was a wonderful learning experience. ,"{'time': ['time'], 'effort': ['effort'], 'instructor': ['Instructors'], 'cours': ['course'], 'learn experi': ['learning experience']}"
62,"nice course, for the future I suggest to add more assignments.","{'cours': ['course'], 'futur': ['future'], 'assign': ['assignments']}"
63,This was a very good course. I learned a lot! ,"{'cours': ['course'], 'lot': ['lot']}"
64,Very much helpful in making the OOPS concepts strong.,{'oop concept': ['OOPS concepts']}
65,"Very comprehensive and detail explanation about OOP in Java and very decent assignment, recommended for people who wants to learn and become good at OOP in Java.","{'detail': ['detail'], 'explan': ['explanation'], 'oop': ['OOP'], 'java': ['Java'], 'assign': ['assignment'], 'peopl': ['people']}"
66,"Great course, very good explanations and examples. ","{'cours': ['course'], 'explan': ['explanations'], 'exampl': ['examples']}"
67,Overall the course is good. A bit too short.,"{'cours': ['course'], 'bit': ['bit']}"
68,"This is a first course that I finished in Coursera. The course is great. The core project for this course is the unfolding map. Through the project, you can learn a lot of stuff about java. The three teachers are all great. ","{'cours': ['course'], 'coursera': ['Coursera'], 'core project': ['core project'], 'map': ['map'], 'project': ['project'], 'lot': ['lot'], 'stuff': ['stuff'], 'java': ['java'], 'teacher': ['teachers']}"
69,This course has been well put together with sufficient number of exercises to get started on OOP in Java.,"{'cours': ['course'], 'number': ['number'], 'exercis': ['exercises'], 'oop': ['OOP'], 'java': ['Java']}"
70,Awesome course... Must have for anyone who wants to test his her programming skills with real world data...,"{'cours': ['course'], 'anyon': ['anyone'], 'program skill': ['programming skills'], 'world data': ['world data']}"
71,The course does not allow students to take part in quizzes before paying for it.but the quality of the course material is amazingly high and easy to follow.,"{'cours': ['course'], 'student': ['students'], 'part': ['part'], 'quizz': ['quizzes'], 'it.but': ['it.but'], 'qualiti': ['quality'], 'cours materi': ['course material']}"
72,very good information and very useful content.,"{'inform': ['information'], 'content': ['content']}"
73,Very good Course. Best explanations through good examples. If assignments were programming rather than objective it would have been much better.,"{'cours': ['Course'], 'explan': ['explanations'], 'exampl': ['examples'], 'assign': ['assignments']}"
74,Nice Course!At least make the assessment of graded materials available to auditors!,"{'course!at': ['Course!At'], 'assess': ['assessment'], 'materi': ['materials'], 'auditor': ['auditors']}"
75,"I'm still in the course but I have never seen a start so easy in programming, they guide you in everything, they have a path for you, now this, is education. ","{'cours': ['course'], 'start': ['start'], 'program': ['programming'], 'everyth': ['everything'], 'path': ['path']}"
76,"Very good course. It started a bit slow and sped up abruptly in Week 3, but overall a very good course.","{'cours': ['course'], 'bit': ['bit'], 'week': ['Week']}"
77,"Awesome Subject , awesome instructors and that implies this is a awesome course. ","{'subject': ['Subject'], 'instructor': ['instructors'], 'cours': ['course']}"
78, theoretical and practical balance,{'balanc': ['balance']}
79,A great thanks to coursera and the instructors for building this course.. It made me fall in love with JAVA.,"{'thank': ['thanks'], 'coursera': ['coursera'], 'instructor': ['instructors'], 'cours': ['course'], 'love': ['love'], 'java': ['JAVA']}"
80,5 stars for teachers.4 stars for the TA mentor.They only answer the technical questions like setting up the environment but seldom answer the question about understanding the program.So you need to figure out all the new problems by yourself alone and can not get help.Sometimes it's a waste of time.,"{'star': ['stars'], 'teacher': ['teachers'], 'question': ['question', 'questions'], 'program.so': ['program.So'], 'problem': ['problems'], 'wast': ['waste'], 'time': ['time']}"
81,"i really like the coding project in this course. the project is collecting everthing you learn from the lecture, after you refreshing them all and doing the project, you will find out you have the you java skills re-polished and shape. ","{'project': ['project'], 'cours': ['course'], 'lectur': ['lecture'], 'skill': ['skills']}"
82,cool! teacher is nice and course is very useful!,"{'teacher': ['teacher'], 'cours': ['course']}"
83,"Amazing work!!! Guys, please do not stop and continue!","{'work': ['work'], 'guy': ['Guys']}"
84,Great course! Worth much more than each penny you put! ,"{'cours': ['course'], 'worth': ['Worth'], 'penni': ['penny']}"
85,Definitely great material and awesome teachers,"{'materi': ['material'], 'teacher': ['teachers']}"
86,I'm enjoying. Thank you very much,{}
87,I found it very useful in bridging the knowledge gaps I had in Java. I helped me identify issues which even seasoned programmers miss.,"{'knowledg gap': ['knowledge gaps'], 'java': ['Java'], 'issu': ['issues'], 'programm': ['programmers']}"
88,This course is really well prepared. ,{'cours': ['course']}
89,Great introduction to OOP ,"{'introduct': ['introduction'], 'oop': ['OOP']}"
90,it's perfect,{}
91,Pretty good basic course. Easy explanations and useful skills. Good for start when you have some basic knowledge behind your back.,"{'pretti cours': ['Pretty course'], 'easi explan': ['Easy explanations'], 'skill': ['skills'], 'start': ['start'], 'knowledg': ['knowledge'], 'back': ['back']}"
92,great,{}
93,Good practical things taught here!,{'thing': ['things']}
94,"Super! Real life situations are used to explain OO principles. Although real life is complex the course manages to simplify it and make it understandable, so OO principles are learned step by step. Programming assignments are fun! ","{'life situat': ['life situations'], 'oo principl': ['OO principles'], 'life': ['life'], 'cours': ['course'], 'principl': ['principles'], 'step': ['step'], 'assign': ['assignments'], 'fun': ['fun']}"
95,"I really enjoyed it, it covers some basics of java and it's challenging for those who already worked on java","{'basic': ['basics'], 'java': ['java']}"
96,"Absolutely brilliant teaching , clearing of basic concepts. A must take course for someone who has learned a little bit of java previously and is ready to dive in to the depths of it.","{'teach': ['teaching'], 'clear': ['clearing'], 'concept': ['concepts'], 'cours': ['course'], 'someon': ['someone'], 'bit': ['bit'], 'java': ['java'], 'dive': ['dive']}"
97,Good for enhancing your object oriented programming skills. Recommended for novice Java programmers. Well explanation and a nice way to understand concept challenge. ,"{'object': ['object'], 'program skill': ['programming skills'], 'novic java programm': ['novice Java programmers'], 'explan': ['explanation'], 'way': ['way'], 'concept challeng': ['concept challenge']}"
98,Great course for beginners in OOPS with JAVA.,"{'cours': ['course'], 'beginn': ['beginners'], 'oop': ['OOPS'], 'java': ['JAVA']}"
99,"Course was great, learned so much! Audio levels on the videos was a tad quiet.","{'cours': ['Course'], 'level': ['levels'], 'video': ['videos'], 'tad quiet': ['tad quiet']}"
100,"The material is explained really well, and there are many concepts that are introduced that it helps set a good foundation in OOP. The project is pre-built which is the only thing that I didn't enjoy a lot, I would have preferred starting everything from scratch as I think it would help cement the stuff learnt even more.","{'materi': ['material'], 'concept': ['concepts'], 'foundat': ['foundation'], 'oop': ['OOP'], 'project': ['project'], 'thing': ['thing'], 'lot': ['lot'], 'everyth': ['everything'], 'scratch': ['scratch'], 'stuff': ['stuff']}"
101,Good cool course ,{'cours': ['course']}
102,This is a nice and very challenging course. But definitely learned a lot. Thanks to the instructors..,"{'cours': ['course'], 'lot': ['lot'], 'thank': ['Thanks'], 'instructor': ['instructors']}"
103,Good course for basic OOP in java. Thank you.,"{'cours': ['course'], 'oop': ['OOP'], 'java': ['java']}"
104,Simple and playful tutorial.,{'tutori': ['tutorial']}
105,very good course for foudamental.,{'cours': ['course']}
106,Instructors are not to be found.,{'instructor': ['Instructors']}
107,Nice course.,{'cours': ['course']}
108,Great course,{'cours': ['course']}
109,very helpful,{}
110,Amazing course with very useful contents and hands on.,"{'cours': ['course'], 'content': ['contents'], 'hand': ['hands']}"
111,Great introduction to Java and OOP!,"{'introduct': ['introduction'], 'java': ['Java'], 'oop': ['OOP']}"
112,Very good start for object oriented techniques and the way java works.,"{'start': ['start'], 'object techniqu': ['object techniques'], 'way': ['way'], 'java': ['java']}"
113,Very good course with very good explanation of concepts.,"{'cours': ['course'], 'explan': ['explanation'], 'concept': ['concepts']}"
114,Thanks a lot!Please keep up the good work.,"{'thank': ['Thanks'], 'lot!pleas': ['lot!Please'], 'work': ['work']}"
115,Solid introduction to object oriented programming in Java,"{'introduct': ['introduction'], 'program': ['programming'], 'java': ['Java']}"
116,Excellent Course!!! Very Challenging.,{'cours': ['Course']}
117,I am very satisfied with the course.it was nice.,{'course.it': ['course.it']}
118," Very interesting. The lessons are clear, engaging and concise I would definitely recommend to anyone who wants to improve their programming skills.","{'lesson': ['lessons'], 'anyon': ['anyone'], 'program skill': ['programming skills']}"
119,"One of the best programming courses I have ever seen, specifically for people who are learning to program.","{'program cours': ['programming courses'], 'peopl': ['people'], 'program': ['program']}"
120,Very good course for beginners.,"{'cours': ['course'], 'beginn': ['beginners']}"
121,Over my expectations! The videos are very clear and oriented to learning. The structure of the course can't be better and the teachers are really good!. ,"{'expect': ['expectations'], 'video': ['videos'], 'structur': ['structure'], 'cours': ['course'], 'teacher': ['teachers']}"
122,"For me it can be difficult rating courses that cover material that I've already seen in some form before because sometimes it's the repetition that causes a concept to click. However, having never used Java, this really helped me to get a more solid grasp of OOP basics. The instructors are awesome and the pacing is just right. ","{'rate cours': ['rating courses'], 'materi': ['material'], 'repetit': ['repetition'], 'concept': ['concept'], 'java': ['Java'], 'grasp': ['grasp'], 'oop basic': ['OOP basics'], 'instructor': ['instructors'], 'pace': ['pacing']}"
123,It's very useful course but if it was dealing with java built in classes it would be better to be a start course in specialization ,"{'cours': ['course'], 'java': ['java'], 'class': ['classes'], 'start cours': ['start course'], 'special': ['specialization']}"
124,loved the course. the overview of the course is nice. like a lot.,"{'cours': ['course'], 'overview': ['overview'], 'lot': ['lot']}"
125,mind blowing,{'mind': ['mind']}
126,This course is excellent..I've never felt so happy while learning about programming concepts,{'cours': ['course']}
127,I Thing this platform is provide complete knowledge about which kind of Course you wan,"{'thing': ['Thing'], 'platform': ['platform'], 'knowledg': ['knowledge'], 'kind': ['kind'], 'cours': ['Course']}"
128,excellent for beginners,{'beginn': ['beginners']}
129,very good overview of the fundamental concepts of Java,"{'overview': ['overview'], 'concept': ['concepts'], 'java': ['Java']}"
130,The course teaches Object Oriented Concepts In Java in a fantastic way that makes understanding them fairly easy. Three cheers for the Professors!,"{'cours': ['course'], 'object orient concept': ['Object Oriented Concepts'], 'java': ['Java'], 'way': ['way'], 'cheer': ['cheers'], 'professor': ['Professors']}"
131,Awesome course in OOP in java ,"{'cours': ['course'], 'oop': ['OOP'], 'java': ['java']}"
132,"An awesome course to refresh or learn oops concepts ,the project is also very good and the best thing is that the course is taken by amazing teachers.","{'cours': ['course'], 'oop concept': ['oops concepts'], 'project': ['project'], 'thing': ['thing'], 'teacher': ['teachers']}"
133,"The course comes with great explanation but the graded assignments sometimes seem pointless as they look irrelevant to the topic, There are unnecessary questions asked in quizzes i.e whether you have completed your assignment or not. These sort of questions never evaluate what we have accomplished ","{'cours': ['course'], 'explan': ['explanation'], 'assign': ['assignment', 'assignments'], 'topic': ['topic'], 'question': ['questions'], 'quizz': ['quizzes'], 'sort': ['sort']}"
134,Good course very helpful for beginners,"{'cours': ['course'], 'beginn': ['beginners']}"
135,Great course,{'cours': ['course']}
136,Impressive and wonderful content.,{'content': ['content']}
137,I liked the How I struggled and Challenge videos. The course itself was challenging to me and I learned a few object oriented programming concepts that can help me at work.,"{'challeng': ['Challenge'], 'video': ['videos'], 'cours': ['course'], 'object': ['object'], 'program concept': ['programming concepts'], 'work': ['work']}"
138,"This is a brilliant course. Starts from the basics of object oriented programming covering all the topics in intermediate details. Also, the final assignment helps you to add additional features and test your creativity! A must for beginners and a good course to review the fundamentals of OOAD.","{'cours': ['course'], 'basic': ['basics'], 'object': ['object'], 'program': ['programming'], 'topic': ['topics'], 'detail': ['details'], 'assign': ['assignment'], 'featur': ['features'], 'creativ': ['creativity'], 'beginn': ['beginners'], 'fundament': ['fundamentals'], 'ooad': ['OOAD']}"
139,Very basic Course. It involves a lot of GUI Concepts which may not be useful for general programmers.,"{'cours': ['Course'], 'lot': ['lot'], 'gui concept': ['GUI Concepts'], 'programm': ['programmers']}"
140,"I loved the way instructors designed, developed and delivered course. This course gave me really good insights into object oriented programming. And I thoroughly enjoyed working on project.","{'way': ['way'], 'instructor cours': ['instructors course'], 'cours': ['course'], 'insight': ['insights'], 'object program': ['object programming'], 'project': ['project']}"
141,"Thanks for this course, I never thought that Java programming would be so easy and clear to understand.","{'thank': ['Thanks'], 'cours': ['course'], 'java program': ['Java programming']}"
142,Most usefull for beginners,"{'useful': ['usefull'], 'beginn': ['beginners']}"
143,best explanation kristine was my favorate mentor ,"{'explan kristin': ['explanation kristine'], 'mentor': ['mentor']}"
144,"It is a good course. It help me strengthen the knowledge about interface, abstract class and experience of developing related skills.","{'cours': ['course'], 'knowledg': ['knowledge'], 'interfac': ['interface'], 'class': ['class'], 'experi': ['experience'], 'skill': ['skills']}"
145,I loved this course. All the basics of java are well explained and got to learn many internal things. Thanks for this course.,"{'cours': ['course'], 'basic': ['basics'], 'java': ['java'], 'thing': ['things'], 'thank': ['Thanks']}"
146,too fancy and the structure is not very clear. Not very much learned.,{'structur': ['structure']}
147,Tremendous. That's a real teaching!,{'teach': ['teaching']}
148,This course was an exceptional introduction to programming Java applications. The course content and project were both very practical and fun. ,"{'cours': ['course'], 'introduct': ['introduction'], 'program java applic': ['programming Java applications'], 'cours content': ['course content'], 'project': ['project'], 'fun': ['fun']}"
149,"Great course, especially if you have some background in programming. With a lot of help from the lectures you develop a real life proyect since week 1, which is pretty awesome. The instructors' explanations are clear and simple. I had never had any contact with Java before and I feel like I have learned a lot. Thank you so much for this course! ","{'cours': ['course'], 'background': ['background'], 'program': ['programming'], 'lot': ['lot'], 'help': ['help'], 'life proyect': ['life proyect'], 'week': ['week'], 'instructor': ['instructors'], 'explan': ['explanations'], 'java': ['Java']}"
150," The course is really good , you will learn many basic stuffs about object oriented programming concepts ","{'cours': ['course'], 'stuff': ['stuffs'], 'object program concept': ['object programming concepts']}"
151,"Great course, it covers fundamentals of OOP and Java. I think it is a great course for one who starts learning Java.How materials are divided is awesome if you need a little help, you can get just wathcing another video, if you want to keep yourself challenged you can skip some. I liked this approach. ","{'cours': ['course'], 'fundament': ['fundamentals'], 'oop': ['OOP'], 'java': ['Java'], 'learn java.how materi': ['learning Java.How materials'], 'help': ['help'], 'video': ['video'], 'approach': ['approach']}"
152,Good course!,{'cours': ['course']}
153,Best Java course I've seen. I love the way the lecturers teach. It's so cool. ,"{'java cours': ['Java course'], 'way': ['way'], 'lectur': ['lecturers']}"
154,it's good for me to know about java by the map program.,"{'java': ['java'], 'map program': ['map program']}"
155,great,{}
156,"A very good course! At the beginning it might look simple, but gets challenging after the first two weeks. ","{'cours': ['course'], 'week': ['weeks']}"
157,Great Course for learn and implement the experience gained from this course.,"{'cours': ['Course', 'course'], 'experi': ['experience']}"
158,I am impressed by this course. Keep doing good job! ,"{'cours': ['course'], 'job': ['job']}"
159,"Great teaching and presentation, Thanks","{'teach': ['teaching'], 'present': ['presentation'], 'thank': ['Thanks']}"
160,Really excellent thorough explanations and great examples. This course filled in some holes in my understanding about the fundamentals of the language. ,"{'explan': ['explanations'], 'exampl': ['examples'], 'cours': ['course'], 'hole': ['holes'], 'fundament': ['fundamentals'], 'languag': ['language']}"
161,It seems great!,{}
162,it's a nice course and helped me understand the object oriented design with JAVA very well!!!,"{'cours': ['course'], 'object': ['object'], 'design': ['design'], 'java': ['JAVA']}"
163,Awesome for beginners! Introduce Basic concepts and then practice on a map project.,"{'beginn': ['beginners'], 'concept': ['concepts'], 'map project': ['map project']}"
164," Great course! The course teaches us the basics of OOP concepts. Moreover, during the course students are able to use theory in practice. ","{'cours': ['course'], 'basic': ['basics'], 'oop concept': ['OOP concepts'], 'student': ['students'], 'theori': ['theory'], 'practic': ['practice']}"
165,A highly detailed course. It helped me learn Java well outside the domain of the classroom.,"{'cours': ['course'], 'java': ['Java'], 'domain': ['domain']}"
166,Excellent Course! ,{'cours': ['Course']}
167,Good.Project need to be has less dependency considering the offline users and limited machine capability.,"{'need': ['need'], 'depend': ['dependency'], 'user': ['users'], 'machin capabl': ['machine capability']}"
168,Best course ever ,{'cours': ['course']}
169,Great! This course is very helpful!,{'cours': ['course']}
170,Very good Fundamentals,{'fundament': ['Fundamentals']}
171,"Nice course, to starting with java.","{'cours': ['course'], 'java': ['java']}"
172,awsome course,{'cours': ['course']}
173,"good lecture, and good explanation. Fix my two knowledge missing point even after i graduate from college.","{'lectur': ['lecture'], 'explan': ['explanation'], 'knowledg': ['knowledge'], 'point': ['point'], 'i graduat': ['i graduate']}"
