,comment,target
47,"For those who want more than just a hands on intro to neural networks this is the course for you. I've been through many resources that treat Neural Nets as a black box which, while being a fine intro, fails to give me the understanding required to do anything other than follow a tutorial. I feel like after this course I understand what's happening enough to start reading papers and thinking on my own.","{'hand': ['hands'], 'intro': ['intro'], 'network': ['networks'], 'cours': ['course'], 'resourc': ['resources'], 'net': ['Nets'], 'box': ['box'], 'understand': ['understanding'], 'anyth': ['anything'], 'tutori': ['tutorial'], 'paper': ['papers']}"
48,"The first 10 lectures, while quite theoretical, are very useful to most people learning Deep Learning for practical tasks. Last few lectures are heavily focused on RBMs and might not be immediately relevant, but are great for the historical perspectives and for people interested in more advanced aspects of Deep Learning.","{'peopl': ['people'], 'deep learn': ['Deep Learning'], 'task': ['tasks'], 'rbms': ['RBMs'], 'perspect': ['perspectives'], 'aspect': ['aspects']}"
49,"This course is a mess. Do not even dare to take it without first doing Machine Learning by Andrew Ng excellent starter and before reading Deep Learning by Goodfellow, Bengio, Courville. The presentations are awfully boring, there is little interaction of the material unlike Ng who is deriving the math on screen Hinton is basically just reading off the crowded slides. Very poor didactic style. I would even go so far as to say that the approach is unscientific no definitions, derivations, examples. Terms just pop out of the blue.If you already know the topic well, you might gain additional insight from a pundit. Quizes are nice puzzles that need some thinking and math knowledge. Programming tasks are not even in the same ballpark as Ng's. Overall very bad use of the medium available.Invest your time in reading Deep Learning, its challenging but at least its got a very logical structure and style. Also consider Hugo Larochelle's videos.","{'cours': ['course'], 'mess': ['mess'], 'machin learn': ['Machine Learning'], 'deep learn': ['Deep Learning'], 'goodfellow': ['Goodfellow'], 'bengio': ['Bengio'], 'present': ['presentations'], 'interact': ['interaction'], 'materi': ['material'], 'ng': ['Ng'], 'math': ['math'], 'screen hinton': ['screen Hinton'], 'slide': ['slides'], 'style': ['style'], 'approach': ['approach'], 'definit': ['definitions'], 'exampl': ['examples'], 'term': ['Terms'], 'blue.if': ['blue.If'], 'topic': ['topic'], 'insight': ['insight'], 'pundit': ['pundit'], 'quiz': ['Quizes'], 'puzzl': ['puzzles'], 'think knowledg': ['thinking knowledge'], 'task': ['tasks'], 'ballpark': ['ballpark'], 'use': ['use'], 'medium available.invest': ['medium available.Invest'], 'time': ['time'], 'structur': ['structure'], 'video': ['videos']}"
50,"Very up to date and challenging. Only drawback, not a lot of application and octave matlab is good for a fast mathematical implementation but not for real application with python packages for example.Thanks Prof. Hinton for taking the time to make these insights publicly available! ","{'date': ['date'], 'drawback': ['drawback'], 'lot': ['lot'], 'applic': ['application'], 'octav matlab': ['octave matlab'], 'implement': ['implementation'], 'python packag': ['python packages'], 'example.thank prof. hinton': ['example.Thanks Prof. Hinton'], 'time': ['time'], 'insight': ['insights']}"
51,"This is a very thorough introductory course to the field of Machine Learning. I would have given it 5 stars, but towards the end, I felt the lessons got a bit sloppier. New concepts not thoroughly explained, sloppier slides, and even a lecture video missing at one point had to find a link to it on youtube ! Still a very solid, instructive course, though. Recommended!","{'cours': ['course'], 'field': ['field'], 'machin learn': ['Machine Learning'], 'star': ['stars'], 'end': ['end'], 'lesson': ['lessons'], 'bit': ['bit'], 'new concept': ['New concepts'], 'slide': ['slides'], 'lectur video': ['lecture video'], 'point': ['point'], 'link': ['link']}"
52,Excellent course! Hinton is a superstar in the field who has made many discoveries in neural networks. He does an excellent job of explaining a number of key techniques. One of the best features was his commentary on the intuition behind why these methods work. Since he came up with a number of these ideas himself or was part of the team that did he has a unique insight into how you can think about a problem to motivate a possibly fruitful approach. The other aspect of the course that I liked best was Hinton's copious use of real-world examples and feedback about which methods worked well on certain problems and why. The course is fairly challenging but well worth the effort. Thank you for sharing your insights Professor Hinton!,"{'cours': ['course'], 'hinton': ['Hinton'], 'field': ['field'], 'discoveri': ['discoveries'], 'network': ['networks'], 'job': ['job'], 'number': ['number'], 'techniqu': ['techniques'], 'featur': ['features'], 'commentari': ['commentary'], 'intuit': ['intuition'], 'method': ['methods'], 'idea': ['ideas'], 'part': ['part'], 'team': ['team'], 'insight': ['insight', 'insights'], 'problem': ['problem', 'problems'], 'approach': ['approach'], 'aspect': ['aspect'], 'use': ['use'], 'exampl': ['examples'], 'feedback': ['feedback'], 'effort': ['effort'], 'professor hinton': ['Professor Hinton']}"
53,"Nice course, though a little shallow.",{'cours': ['course']}
54,"Mathematically intense, would like to repeat the course to understand the material even better. It has made me worthy of reading the research papers in this area... Thanks for this great course.","{'cours': ['course'], 'materi': ['material'], 'research paper': ['research papers'], 'area': ['area'], 'thank': ['Thanks']}"
55,Excellent,{}
56,Best choice for learning NN! - ,"{'choic': ['choice'], 'nn': ['NN']}"
57,Not very motivating lectures.. Too much talk but lacks the essential clarity,{}
58,"Prof. Hinton's course was my first Coursera experience and I liked it a lot. A lot of tasks of very different levels! And even if you are familiar with calculus linear algebra some things will still be challenging. P.S. Couple of slides in the course were missing, but I hope this will be fixed soon.","{'prof. hinton': ['Prof. Hinton'], 'cours': ['course'], 'coursera experi': ['Coursera experience'], 'lot': ['lot'], 'task': ['tasks'], 'level': ['levels'], 'calculus algebra': ['calculus algebra'], 'thing': ['things'], 'coupl': ['Couple'], 'slide': ['slides']}"
59,Thanks Prof. Hinton and Coursera. This is one of the best courses I've ever taken. I learned a lot about neural networks and deep learning!,"{'thank prof. hinton': ['Thanks Prof. Hinton'], 'coursera': ['Coursera'], 'cours': ['courses'], 'lot': ['lot'], 'network': ['networks'], 'learn': ['learning']}"
60,"The course is super interesting. However, the lectures could be better explained and the material better organized. I found myself constantly looking online for extra material to better understand the concepts. Also, you can tell that the course is not anymore groomed and there are some mistakes in a quiz due to lack of care. In any case, the course is very recommendable to start with neural networks","{'cours': ['course'], 'materi': ['material'], 'onlin': ['online'], 'concept': ['concepts'], 'mistak': ['mistakes'], 'quiz': ['quiz'], 'lack': ['lack'], 'care': ['care'], 'case': ['case'], 'network': ['networks']}"
61,Masterful,{}
62,A little Difficult to understand,{}
63,"Awesome content, I leaned a lot","{'content': ['content'], 'lot': ['lot']}"
64,"I recommend this course for theoretical knowledge only. I was very upset with the programming assignments - they are few, they are not consistent in difficulty level and the way they being checked is not convenient. ","{'cours': ['course'], 'knowledg': ['knowledge'], 'program assign': ['programming assignments'], 'difficulti level': ['difficulty level'], 'way': ['way']}"
65,Than you professor Hinton for a challenging course!,"{'professor hinton': ['professor Hinton'], 'cours': ['course']}"
66,"I would not recommend it as the first course in Machine Learning, but it is really great as a second course on the subject. Highly recommended for those who want to learn neural networks in more details than offered by typical machine learning courses.","{'cours': ['courses', 'course'], 'machin learn': ['Machine Learning'], 'subject': ['subject'], 'network': ['networks'], 'detail': ['details'], 'machin': ['machine']}"
67,"I learned quite a lot that I can use for research, personal projects, and general understanding of neural networks, but unfortunately this course is getting quite out of date at this point. I would recommend to others looking for a first course in neural networks for machine learning applications look for a newer course.","{'lot': ['lot'], 'research': ['research'], 'project': ['projects'], 'understand': ['understanding'], 'network': ['networks'], 'cours': ['course'], 'date': ['date'], 'point': ['point'], 'other': ['others'], 'machin learn applic': ['machine learning applications']}"
68,"Love, just love. It is a tough class, but I feel much satisfaction of finishing it. ","{'class': ['class'], 'satisfact': ['satisfaction']}"
69,"The content is theoretical, meanwhile, the application code is not enough to help understanding. The knowledge requirement actually is not to high. But the reading-presentation style make the class obscure. Now so easy to learn is you just follow the video. You may need to review previous chapters to try find the hidden details or google if you found you dont know what the professor are saying.","{'content': ['content'], 'applic code': ['application code'], 'understand': ['understanding'], 'knowledg requir': ['knowledge requirement'], 'style': ['style'], 'class': ['class'], 'video': ['video'], 'chapter': ['chapters'], 'detail': ['details'], 'googl': ['google'], 'professor': ['professor']}"
70,great!,{}
71,"The course contains basic informations on neural networks at a quite abstract level. It is not enough to easily understand them without a prior preperation in mathematical details. The quizzes need strict computations based on a detailed knowledge, but usually the course does not prepare You for that. The lectures sometimes sound babble and cannot explain even easy things.It is usually impossible to get the minimum of 80% in a quiz. These are only those who have previous knowledge that can pass it the first time they take it. They do not need this course, though.","{'cours': ['course'], 'inform': ['informations'], 'network': ['networks'], 'level': ['level'], 'preper': ['preperation'], 'detail': ['details'], 'quizz': ['quizzes'], 'comput': ['computations'], 'knowledg': ['knowledge'], 'babbl': ['babble'], 'things.it': ['things.It'], 'minimum': ['minimum'], '%': ['%'], 'quiz': ['quiz'], 'time': ['time']}"
72,Course presents an amazing set of topics form experience which spans over several decades. Professor is leading name in the field. I was extremely delighted with programming assignments which are very illustrative and well designed.Greatest minus to the course goes to lecturing approach which basically boils down to reading the slides. Additional literature in form of papers and publications are necessary to completely understand lectures. ,"{'cours': ['Course', 'course'], 'set': ['set'], 'topic': ['topics'], 'experi': ['experience'], 'decad': ['decades'], 'professor': ['Professor'], 'name': ['name'], 'field': ['field'], 'program assign': ['programming assignments'], 'approach': ['approach'], 'slide': ['slides'], 'literatur': ['literature'], 'form': ['form'], 'paper': ['papers'], 'public': ['publications']}"
73,"The lectures have basically no training or necessary teachings for the math needed for the quizzes. You spend way more time looking for resources about how to answer the quiz questions than the lectures will take to review. Even then you only given the necessary breakdown of the math involved after you answer the question correctly, which doesn't help in anyway when you are stuck.All this course did for me was help me find other courses which do a better job of going over the course materials. ","{'train': ['training'], 'teach': ['teachings'], 'math': ['math'], 'quizz': ['quizzes'], 'time': ['time'], 'resourc': ['resources'], 'quiz question': ['quiz questions'], 'breakdown': ['breakdown'], 'question': ['question'], 'cours': ['courses', 'course'], 'job': ['job'], 'cours materi': ['course materials']}"
74,Currently one of the best courses I have ever seen about ML and especially about neural networks ,"{'cours': ['courses'], 'ml': ['ML'], 'network': ['networks']}"
75,Neural Networks for Machine Learning course is very useful for the people who would like to enter into Artificial Intelligence area. Thanks for the great content.,"{'network': ['Networks'], 'machin learn cours': ['Machine Learning course'], 'peopl': ['people'], 'artifici intellig area': ['Artificial Intelligence area'], 'thank': ['Thanks'], 'content': ['content']}"
76,"Some the work is quite hard, but trudging through it really helps understand the topic. I feel I can now read research papers that use neural networks.","{'work': ['work'], 'topic': ['topic'], 'research paper': ['research papers'], 'network': ['networks']}"
77,it is a good launching point towards further concepts in Neural Networks Deep Learning algorithms. The course is at the right level of challenge and right level of introducing notions and concepts. Side reading learning is strongly recommended for audiences from the quantitative field without exposures in Machine Learning.,"{'launch point': ['launching point'], 'concept': ['concepts'], 'deep learn algorithm': ['Deep Learning algorithms'], 'cours': ['course'], 'level': ['level'], 'challeng': ['challenge'], 'notion': ['notions'], 'side read learn': ['Side reading learning'], 'audienc': ['audiences'], 'field': ['field'], 'exposur': ['exposures'], 'machin learn': ['Machine Learning']}"
78,"Great course. I especially liked the quality of the assignments, that are challenging and force students to think over the courses. The only problem is that I would like to have 50% longer version that gives details on all the aspects.","{'cours': ['courses', 'course'], 'qualiti': ['quality'], 'assign': ['assignments'], 'forc student': ['force students'], 'problem': ['problem'], '%': ['%'], 'version': ['version'], 'detail': ['details'], 'aspect': ['aspects']}"
79,Great course! have Learned a lot!,"{'cours': ['course'], 'lot': ['lot']}"
80,Awesome course. ,{'cours': ['course']}
81,This is an advanced course and there are a lot of things that Geoffrey Hinton talks about casually which one has to read more about on one's own. The knowledge and clarity of the instructor is beyond doubt top notch. This course if quiet exhaustive and perhaps the best course on neural networks.,"{'cours': ['course'], 'lot': ['lot'], 'thing': ['things'], 'geoffrey hinton': ['Geoffrey Hinton'], 'knowledg': ['knowledge'], 'clariti': ['clarity'], 'instructor': ['instructor'], 'doubt notch': ['doubt notch'], 'network': ['networks']}"
82,Very nice way of explaining important concepts. The assignments were engaging. Learnt a lot about Neural Networks which will help me in the future. ,"{'way': ['way'], 'concept': ['concepts'], 'assign': ['assignments'], 'lot': ['lot'], 'neural network': ['Neural Networks'], 'futur': ['future']}"
83,"This is a great course. Unlike Andrew Ng's Machine Learning course, this course does not shy away from using real mathematics to explain the models being studied, and is all the better for it. Some of the explanations were a little mysterious to this student e.g. how can you discuss sampling of restricted Boltzmann machines, which are essentially bipartite Ising models, without mentioning conditional probability? However, Professor Hinton motivated everything so well that I always wanted to understand what was going on, and so frequently would pause the videos while I consulted other online resources to find out more about the topic at hand. The programming assignments were also well-designed, so that I found myself forced to confront various aspects of the models and algorithms that I'd thought I'd understood the first time round but in fact had not. Thank you Professor Hinton.","{'cours': ['course'], 'andrew ng': ['Andrew Ng'], 'machin learn cours': ['Machine Learning course'], 'mathemat': ['mathematics'], 'model': ['models'], 'explan': ['explanations'], 'student': ['student'], 'boltzmann machin': ['Boltzmann machines'], 'ise model': ['Ising models'], 'probabl': ['probability'], 'professor hinton': ['Professor Hinton'], 'everyth': ['everything'], 'video': ['videos'], 'resourc': ['resources'], 'topic': ['topic'], 'hand': ['hand'], 'program assign': ['programming assignments'], 'aspect': ['aspects'], 'algorithm': ['algorithms'], 'time': ['time'], 'fact': ['fact']}"
84,Wonderful and awesome!,{}
85,Amazing course taught by the mystro himself !! ,{'cours': ['course']}
86,"Great course, I learned a lot about neural networks. I apprechiate there have been also difficult excercises. Also the programming skills are challenged.","{'cours': ['course'], 'lot': ['lot'], 'network': ['networks'], 'excercis': ['excercises'], 'program skill': ['programming skills']}"
87,"A little bit hard to follow, but I endured to the end","{'bit': ['bit'], 'end': ['end']}"
88,Awesome course with lots of hidden gems of insight. Hinton's bury the lead lecturing style makes every video a treasure hunt. Students get to discover those pearls of wisdom if they listen carefully and read between the lines.,"{'cours': ['course'], 'lot': ['lots'], 'gem': ['gems'], 'insight': ['insight'], 'hinton': ['Hinton'], 'lead': ['lead'], 'style': ['style'], 'video': ['video'], 'treasur hunt': ['treasure hunt'], 'student': ['Students'], 'pearl': ['pearls'], 'wisdom': ['wisdom']}"
89,Great course if you wish to learn about various neural network architectures and the tasks they perform best at,"{'cours': ['course'], 'network architectur': ['network architectures'], 'task': ['tasks']}"
90,"The course provides you with very valuable information. Even though it is quite hard and sometimes the information is not explained well enough for people who are just starting in the field, it is worth the effort. I took Andrew Ng's course first and this course after that. Andrew Ng's course gives good introduction into Machine Learning and this course gives you much deeper insights.","{'cours': ['course'], 'inform': ['information'], 'peopl': ['people'], 'field': ['field'], 'effort': ['effort'], 'andrew ng': ['Andrew Ng'], 'introduct': ['introduction'], 'machin learn': ['Machine Learning'], 'insight': ['insights']}"
91,Fantastic course for learning the ropes and gaining intuition.,"{'cours': ['course'], 'rope': ['ropes'], 'intuit': ['intuition']}"
92,Very out of date.,{'date': ['date']}
93,Great content. Teaching style could be improved for the medium. A couple of errors that should be rectified. The course seems poorly maintained. It is pity because it is content really valuable and hot.,"{'content': ['content'], 'style': ['style'], 'medium': ['medium'], 'coupl': ['couple'], 'error': ['errors'], 'cours': ['course'], 'piti': ['pity']}"
94,Great course a lot of effort has gone into preparing it. It's a great way to get an overview of and insight into the field from a pre-eminent authority.,"{'cours': ['course'], 'lot': ['lot'], 'effort': ['effort'], 'way': ['way'], 'overview': ['overview'], 'insight': ['insight'], 'field': ['field'], 'author': ['authority']}"
95,"Very good material and videos. However, quite a few mistakes in the quizzes and programming assignments missing information, incorrect answers, etc which requires a frustrating dig through the forums for errata mentioned by other users that was never incorporated into the actual tests.","{'materi': ['material'], 'video': ['videos'], 'mistak': ['mistakes'], 'quizz': ['quizzes'], 'program assign': ['programming assignments'], 'inform': ['information'], 'answer': ['answers'], 'dig': ['dig'], 'forum': ['forums'], 'user': ['users'], 'test': ['tests']}"
96,"Excellent course. Giving a broad introduction to different neural network approaches, while teaching a skill level allowing a comfortable start in using neural networks. ","{'cours': ['course'], 'introduct': ['introduction'], 'network approach': ['network approaches'], 'skill level': ['skill level'], 'start': ['start'], 'network': ['networks']}"
97,"Very nice course. It was a privilege to learn the subject from one of the best teams in the world. However, the course was harder than I expected, most probably because I could not spend much time on the videos and text, and expected to receive everything prepared for me beforehand. So be prepared to spend some time to grasp the ideas if you do not know much about the subject beforehand.","{'cours': ['course'], 'privileg': ['privilege'], 'subject': ['subject'], 'team': ['teams'], 'world': ['world'], 'time': ['time'], 'video': ['videos'], 'text': ['text'], 'everyth': ['everything'], 'idea': ['ideas']}"
98,"Covers a very broad range of topics, but each topics could be explained much more in-depth. Requires a lot of reading outside the course to complete. Could use much more than just four programming assignments.","{'rang': ['range'], 'topic': ['topics'], 'lot': ['lot'], 'cours': ['course'], 'program assign': ['programming assignments']}"
