,comment,target
20,"Platform tooling for emylators and native devices is tricky and if done wrong, it impacts a students ability to finish the course. However these topics get very little attention.","{'platform tool': ['Platform tooling'], 'emyl': ['emylators'], 'devic': ['devices'], 'cours': ['course'], 'topic': ['topics'], 'attent': ['attention']}"
21,"As always, a great course!",{'cours': ['course']}
22,nice class!,{'class': ['class']}
23,Very Informative and well defined!,{}
24,"A well organised course with increasingly interesting exercises and assignments that really help you to understand the Ionic platform. Additionally, the lecturer has a great sense of humour which makes the course just that much better.","{'cours': ['course'], 'exercis': ['exercises'], 'assign': ['assignments'], 'platform': ['platform'], 'lectur': ['lecturer'], 'sens': ['sense'], 'humour': ['humour']}"
25,Excellent course!!!,{'cours': ['course']}
26,Awesome course,{'cours': ['course']}
27,Awesome course,{'cours': ['course']}
28,Very good,{}
29,very nice,{}
30,This course gave me the key concepts and technologies for mobile programming,"{'cours': ['course'], 'concept': ['concepts'], 'technolog': ['technologies'], 'program': ['programming']}"
31,A lot of outdated information. A lot of mistakes. But still a good way to understand the basics.,"{'lot': ['lot'], 'inform': ['information'], 'mistak': ['mistakes'], 'way': ['way'], 'basic': ['basics']}"
32,verry good,{}
33,"Thank you for this course, it's very good to develop mobile application with IONIC FRAMEWORK.","{'cours': ['course'], 'applic': ['application'], 'framework': ['FRAMEWORK']}"
34,great course,{'cours': ['course']}
35,"good tutorial, I wish there is more detail of how to setup the plugin and stuffs. ","{'tutori': ['tutorial'], 'detail': ['detail'], 'plugin': ['plugin']}"
36,This is definitely a must for everyone seeking to learn mobile hybrid app development,"{'everyon': ['everyone'], 'hybrid app develop': ['hybrid app development']}"
37,Great course really enjoyable and informative. ,{'cours': ['course']}
38,Nice and straightforward. Perfect if you want to get an Ionic app up and running and already know angularjs.,"{'app': ['app'], 'angularj': ['angularjs']}"
39,Wonderful Course!,{'cours': ['Course']}
40,Great knowledge is obtained here! I begin to really understand the value of JS in our lives ,"{'knowledg': ['knowledge'], 'valu': ['value'], 'js': ['JS'], 'live': ['lives']}"
41,Excelente,{}
42,"Thanks a lot, that was a great course","{'thank': ['Thanks'], 'lot': ['lot'], 'cours': ['course']}"
43,All is very clear and assignments were very well for improving my understanding.Thank you.,"{'assign': ['assignments'], 'understanding.thank': ['understanding.Thank']}"
44,Supremely well explained. Thank you teacher.,{'teacher': ['teacher']}
45,show,{}
46,Great course!,{'cours': ['course']}
47,nice course for the beginner to developing mobile app by html css js skill,"{'cours': ['course'], 'beginn': ['beginner'], 'app': ['app'], 'css js skill': ['css js skill']}"
48,I liked the course very much. Learnt a lot of new things.,"{'cours': ['course'], 'lot': ['lot'], 'thing': ['things']}"
49,Awesome information provided ,{'inform': ['information']}
50,Great Course as always!,{'cours': ['Course']}
51,Very good course. Most of the new features and technologies were well explained. Maybe a little more hands-on exercise will not be a bad idea.,"{'cours': ['course'], 'featur': ['features'], 'technolog': ['technologies'], 'exercis': ['exercise'], 'idea': ['idea']}"
52,"Nice one, really unique",{}
53,"The structure of the course is awesome, and the instructor is fantastic. Am enjoying his teaching approaches. Keep up the good work. ","{'structur': ['structure'], 'cours': ['course'], 'instructor': ['instructor'], 'teach approach': ['teaching approaches'], 'work': ['work']}"
54,"It??s a very good course, but when we get to the part of really generating the app, I had a lot of problems that were not covered in the course. ",{}
55,"amazing course, recommended ",{'cours': ['course']}
56,It's hard to setting up development environment correctly ,{'develop environ': ['development environment']}
57,So far so good!,{}
58,"Wonderful course, a complete introduction guide for new hands. ","{'cours': ['course'], 'introduct guid': ['introduction guide'], 'hand': ['hands']}"
59,Last section with the emulators needed more guidance on how to install. I received few errors just trying to install the platforms emulators in my pc,"{'section': ['section'], 'emul': ['emulators'], 'guidanc': ['guidance'], 'error': ['errors'], 'platform emul': ['platforms emulators'], 'pc': ['pc']}"
60," For all the many courses I took on Coursera, this course is one of the best. ","{'cours': ['course', 'courses']}"
61,"It began with the basics of Ionic and it ended with an APK that I've installed on my phone! This MOOC is a life changing one, It includes a lot of amazing extra resources that you can learn from and the exercises were very important in helping me understand all the concepts taught. It also encouraged me to go there and try many ngCordova plugins on my own.","{'basic': ['basics'], 'phone': ['phone'], 'lot': ['lot'], 'resourc': ['resources'], 'exercis': ['exercises'], 'concept': ['concepts'], 'ngcordova plugin': ['ngCordova plugins']}"
62,Cannot be better than this.hatz off to professor.,{'professor': ['professor']}
63,is great,{}
64,"The course could be explained much more in depths. Certain concepts are explained on the surface and remained not so clear. The teacher is very nice, however, he could explain the material in much easier way","{'cours': ['course'], 'depth': ['depths'], 'concept': ['concepts'], 'teacher': ['teacher'], 'materi': ['material'], 'way': ['way']}"
65,Great course,{'cours': ['course']}
66,Love the course and the prof is awesome!,"{'cours': ['course'], 'prof': ['prof']}"
67,Its good ,{}
68," Best full stack courses, you can even understand how Angular works better","{'stack cours': ['stack courses'], 'work': ['works']}"
69,"Excellent course, and a delight to learn from the Prof. giving the lectures Thank you","{'cours': ['course'], 'delight': ['delight']}"
70,Not as good as previous courses from this specialization,"{'cours': ['courses'], 'special': ['specialization']}"
71,Excellent ,{}
72,excellent course,{'cours': ['course']}
73,Good course!!!,{'cours': ['course']}
74,A massive thanks to Prof. Muppala - this course provides a very gentle and easy to access entry into the world of app development. I tried to get into Android Studio and Xcode before and was overwhelmed by both - taking this approach made it a lot easier for me to get started and the course layout especially in conjunction with the previous course about AngularJS provided me with just the right tools and concepts at the right time and pace!,"{'thank': ['thanks'], 'prof. muppala': ['Prof. Muppala'], 'cours': ['course'], 'access entri': ['access entry'], 'app develop': ['app development'], 'android studio': ['Android Studio'], 'xcode': ['Xcode'], 'approach': ['approach'], 'lot': ['lot'], 'cours layout': ['course layout'], 'angularj': ['AngularJS'], 'right tool': ['right tools'], 'concept': ['concepts'], 'time': ['time'], 'pace': ['pace']}"
75,Excellent course. This was a great intro to hybrid app development. The specialization has been building gradually to this point and everything learned so far has been helpful in grasping the concepts for this course. ,"{'cours': ['course'], 'intro': ['intro'], 'hybrid app develop': ['hybrid app development'], 'special': ['specialization'], 'point': ['point'], 'everyth': ['everything'], 'concept': ['concepts']}"
76,"Quite comprehensive, entertaining course. Unfortunately, not being able to submit the assignments without paying a fee is rather offputting - Especially taking into account we're talking about peer-to-peer reviews","{'cours': ['course'], 'assign': ['assignments']}"
77,Not too difficult,{}
78,Very nice course,{'cours': ['course']}
79,Top,{}
80,"Good course, but the development cycle is hard and I had to suffer a lot when it comes to the device emulations I know the time is short, but I would be happy if you can provide a course or some helpful links. The first two weeks are nice to develop, because of the ionic serve --watch. ","{'cours': ['course'], 'develop cycl': ['development cycle'], 'lot': ['lot'], 'devic emul': ['device emulations'], 'time': ['time'], 'link': ['links'], 'week': ['weeks']}"
81,very good.,{}
82,"Great classes, awesome teacher. Hands on, straight to the point.... A++++ ","{'class': ['classes'], 'teacher': ['teacher'], 'hand': ['Hands'], 'point': ['point']}"
83,Thank you good course,{'cours': ['course']}
84,Excellent. The whole specialisation is excellent. Good balance between theory and practice. ,"{'specialis': ['specialisation'], 'balanc': ['balance'], 'theori': ['theory'], 'practic': ['practice']}"
85,Wonderful course and a wonderful professor teacher,"{'cours': ['course'], 'professor teacher': ['professor teacher']}"
86,Excellent course! Informative theoretical course and great practical exercises.,"{'cours': ['course'], 'exercis': ['exercises']}"
87,Excellent! Especially seeing how easy to convert existing website developed in previous courses using Bootstrap and or AngularJS to an Android or iOS application.,"{'cours': ['courses'], 'bootstrap': ['Bootstrap'], 'angularj': ['AngularJS'], 'android': ['Android'], 'io applic': ['iOS application']}"
88,The teacher is great. Everything is very well explained.,"{'teacher': ['teacher'], 'everyth': ['Everything']}"
89,Realy good,{}
90,"The lectures and assignments dealing with Ionic were useful and informative, but that's only the first half of the course. The Android iOS portion felt extremely rushed. For all of the hassle of setting up my Android environment, I get one week of lectures exercises out of it and that only covers rudimentary functionality.","{'half': ['half'], 'cours': ['course'], 'hassl': ['hassle'], 'environ': ['environment'], 'week': ['week'], 'exercis': ['exercises'], 'function': ['functionality']}"
91,Remarkable.,{}
92,Great course. Ionic rules!,"{'cours': ['course'], 'rule': ['rules']}"
93,Both the specialization and the course are top quality. Professor Muppala is the best!,"{'special': ['specialization'], 'cours': ['course'], 'qualiti': ['quality'], 'professor muppala': ['Professor Muppala']}"
94,Recommended for any learner - I'm in awe of the professor and how he neatly explains everything at a clear pace.,"{'learner': ['learner'], 'awe': ['awe'], 'professor': ['professor'], 'everyth': ['everything'], 'pace': ['pace']}"
95,"Sometimes It's not so easy to finish some assignments, but you must to do it again and again. Great amount of useful information","{'assign': ['assignments'], 'amount': ['amount'], 'inform': ['information']}"
96,A very good course for familiarizing yourself with Hybrid Mobile Development. Teaches you the basics and some good features that comes with the Hybrid Mobile App Development.,"{'cours': ['course'], 'hybrid mobil develop': ['Hybrid Mobile Development'], 'basic': ['basics'], 'featur': ['features'], 'mobil app develop': ['Mobile App Development']}"
97,Great course.,{'cours': ['course']}
98,I had the opportunity to learn in an very organized course.Thanks.,{'course.thank': ['course.Thanks']}
99,As always Professor Muppala presents a well structured and detailed course. Excellent!,"{'professor muppala': ['Professor Muppala'], 'cours': ['course']}"
100,"I can't just rating and didn't write a preview. Because this course is so useful and have a great lecturer. What I like most is, the exercise, the assignment is so really EXCITING and make me want to learn more about whole MEAN stack. Biggest thank's for the Lecturer. Really recommended for you who still reading and don't want to purchase this course. Because this is really WORTH it! Thank you. God Bless you!","{'cours': ['course'], 'lectur': ['Lecturer', 'lecturer'], 'exercis': ['exercise'], 'assign': ['assignment'], 'mean': ['MEAN']}"
101, Great ,{}
102,Awesome!,{}
103,The material is not mature yet. Some things were not tested by the teacher before being part of the course and do not actually work. Questions asked on the forums about it got no answers before the end of the course.,"{'materi': ['material'], 'thing': ['things'], 'teacher': ['teacher'], 'part': ['part'], 'cours': ['course'], 'question': ['Questions'], 'forum': ['forums'], 'answer': ['answers'], 'end': ['end']}"
104, Excellent introduction! ,{'introduct': ['introduction']}
105,"This course serves as a great introduction to mobile web development. Notice that multiplatform in this case means iOS and Android no Windows Phone and you do get a bit of hands on work on Android SDK and XCode, although mostly for setting up both environments. Professor Muppala is again outstanding in the class, covering a wide range of topics combined with multiple exercises which in my case really furthered my understanding. One thing I believe could improve would be having either at least one assignment forcing you to deploy to Android and another one to iOS. In my case, it was just too comfortable to simply deploy to an iOS device and barely look at Android. Also, the vibration function should not be part of an assignment, as not everyone will have a device to test it and neither of the emulators really use it. One final recommendation for those pressed with time I was able to follow Professor Muppala quite easily while playing the lectures at 1.75x it's funny how slow he seems to speak when I set in back to 1x - ","{'cours': ['course'], 'introduct': ['introduction'], 'web develop': ['web development'], 'notic': ['Notice'], 'case': ['case'], 'android': ['Android'], 'io window phone': ['iOS Windows Phone'], 'bit': ['bit'], 'hand': ['hands'], 'work': ['work'], 'android sdk': ['Android SDK'], 'xcode': ['XCode'], 'environ': ['environments'], 'professor muppala': ['Professor Muppala'], 'class': ['class'], 'rang': ['range'], 'topic': ['topics'], 'exercis': ['exercises'], 'understand': ['understanding'], 'thing': ['thing'], 'assign': ['assignment'], 'io': ['iOS'], 'io devic': ['iOS device'], 'vibrat function': ['vibration function'], 'part': ['part'], 'everyon': ['everyone'], 'devic': ['device'], 'emul': ['emulators'], 'recommend': ['recommendation'], 'time': ['time']}"
106,Good,{}
107,I got the feeling that we ran through the material and did not spend ample time setting up the testing and understanding the environment. Maybe the course need to be two weeks to cover this properly. ,"{'materi': ['material'], 'time': ['time'], 'test': ['testing'], 'environ': ['environment'], 'cours': ['course'], 'week': ['weeks']}"
108,Best course in the specialization so far!,"{'cours': ['course'], 'special': ['specialization']}"
109,"Great course.Thank you everyone, the teacher,the university and the Coursera team for providing a valuable course.","{'course.thank': ['course.Thank'], 'everyon': ['everyone'], 'teacher': ['teacher'], 'cours': ['course']}"
110,"good course indeed, but should have information about places we can fin help especially parts where we run emulators.","{'cours': ['course'], 'inform': ['information'], 'place': ['places'], 'help': ['help'], 'part': ['parts'], 'emul': ['emulators']}"
111,One the best I ever had been enrolled.Thank you very much D,{}
112,"Great course, lots of learning and lots of fun. Some frustrations, but once you overcome that, is even more fun","{'cours': ['course'], 'lot': ['lots'], 'learn': ['learning'], 'fun': ['fun'], 'frustrat': ['frustrations']}"
113,Great,{}
114,I took the initial offering of this courser. It is an excellent class that I am sure will only improve over time. Prof. Muppala is a wonderful instructor and I learned so much in this course. My only suggestion would be to clarify some of the grading details as there were some questions on certain items in the last assignment. I would definitely recommend this series of courses and I am looking forward to taking the final course in this Full Stack Web Development series.,"{'class': ['class'], 'time': ['time'], 'prof. muppala': ['Prof. Muppala'], 'instructor': ['instructor'], 'cours': ['course', 'courses'], 'suggest': ['suggestion'], 'detail': ['details'], 'question': ['questions'], 'item': ['items'], 'assign': ['assignment'], 'seri': ['series'], 'web develop seri': ['Web Development series']}"
115,great course,{'cours': ['course']}
116,"Again, amazing ",{}
117,A well explained with good support course! I recommend this to everyone interested in the field. Note I would want to know how to move further with the app and introduce it inside app store and google play store. This is omitted in the course. I am looking forward for this course updates if there will be any - and I think it will be improved!,"{'support cours': ['support course'], 'everyon': ['everyone'], 'field': ['field'], 'app': ['app'], 'app store': ['app store'], 'googl': ['google'], 'store': ['store'], 'cours': ['course'], 'updat': ['updates']}"
118,Fun and useful,{'fun': ['Fun']}
119,Awesome!!!!,{'!!!': ['!!!']}
120,"Good course, although felt like it didn't quite cover enough fundamental material concerning Ionic framework and how it sits within the scope of the specialization. ","{'cours': ['course'], 'materi': ['material'], 'framework': ['framework'], 'special': ['specialization']}"
121,I like this.,{}
122,Awesome course. The instructor is analytical and clear and the assignments are just great.,"{'cours': ['course'], 'instructor': ['instructor'], 'assign': ['assignments']}"
123,Excellent course.,{'cours': ['course']}
124,Its really a very interesting and well though out course and the prof is knowledgeable and passionate about what he teaches. I have personally become hooked up to Prof Muppala's courses.see you in Server Side soon.,"{'cours': ['course'], 'prof': ['prof'], 'prof muppala': ['Prof Muppala']}"
125,Course was great. I learnt so many things in less time. Thank you professor Muppala,"{'cours': ['Course'], 'thing': ['things'], 'time': ['time'], 'professor muppala': ['professor Muppala']}"
126,Excellent course and would recommend it to anybody,"{'cours': ['course'], 'anybodi': ['anybody']}"
127,Awesome course!!,{'cours': ['course']}
128,A pity that the submission are now blocked for not paying students.,{}
129,Good helpful course. ,{'cours': ['course']}
130,Good course.Unfortunately the last week's worth of material wasn't particularly insightful or useful.,"{'course.unfortun': ['course.Unfortunately'], 'week': ['week'], 'worth': ['worth'], 'materi': ['material']}"
131,really great coursei wish it had automatic test to assignment results,"{'wish': ['wish'], 'test': ['test'], 'assign result': ['assignment results']}"
132,excellente course. Going to the 5 course on this specialization.. Thanks Jogesh K. Muppala. See you again.,"{'excellent cours': ['excellente course'], 'cours': ['course'], 'special': ['specialization'], 'jogesh k. muppala': ['Jogesh K. Muppala']}"
133,Really great course to learn the basics of building a mobile app using the Ionic framework and Cordova,"{'cours': ['course'], 'basic': ['basics'], 'app': ['app'], 'framework': ['framework'], 'cordova': ['Cordova']}"
134,"By learn through the courses without submit the assignments. The course was still very impressive and easy to learn, thanks proffessor! See you in next course.","{'cours': ['course', 'courses'], 'assign': ['assignments']}"
135,Awesome course,{'cours': ['course']}
136,"Definitely a five star course. I followed the professor in the Full Stack Specialization. He was always knowledgeable and helpful, as well as full of senses of humor. ","{'star cours': ['star course'], 'professor': ['professor'], 'stack special': ['Stack Specialization'], 'sens': ['senses'], 'humor': ['humor']}"
137,Great course !,{'cours': ['course']}
138,Good.,{}
139,"I am taking this course now, It is amazing to be able to develop IOS and Android Mobile apps and the same time. A good tip, you need to see the previous course about angular to understand better this about Ionic.","{'cours': ['course'], 'android': ['Android'], 'io mobil app': ['IOS Mobile apps'], 'time': ['time'], 'tip': ['tip'], 'ionic': ['Ionic']}"
140,"Would have given full, but the assignments are paid..like WTF!!!",{'assign': ['assignments']}
141,very good ,{}
142,Really good and practical course. It helps you reinforce the knowledge that you got from the three previous courses.,"{'cours': ['course', 'courses'], 'knowledg': ['knowledge']}"
143,The teacher is really good and you can see that they are doing a fantastic job with all the specialization ,"{'teacher': ['teacher'], 'job': ['job'], 'special': ['specialization']}"
144,"Course Content and everything was good, video lectures have some disturbance please delete that noise.","{'cours content': ['Course Content'], 'everyth': ['everything'], 'disturb': ['disturbance'], 'nois': ['noise']}"
145,Should use ionic 2!,{}
146, Excelente ,{}
147,Enjoyed this course less than the other courses in the series. Needs to be refreshed and updated.,"{'cours': ['course', 'courses'], 'seri': ['series']}"
148,"Would be good to be updated with Ionic 2 and Angular 2,",{}
149,"Great lessons, learned a lot, love it, appreciate!","{'lesson': ['lessons'], 'lot': ['lot']}"
150,Excellent course,{'cours': ['course']}
151,Best course by best Instructor.,"{'cours': ['course'], 'instructor': ['Instructor']}"
152,Great course with lots of technologies evolved.,"{'cours': ['course'], 'lot': ['lots'], 'technolog': ['technologies']}"
153,So funny and really interestanting if you want to learn mobile app movil in few steps.,"{'app movil': ['app movil'], 'step': ['steps']}"
154,Yeah!,{}
155,"Bad video quality, errors in tasks and descriptions, no clear path through the course.","{'qualiti': ['quality'], 'error': ['errors'], 'task': ['tasks'], 'descript': ['descriptions'], 'path': ['path'], 'cours': ['course']}"
156,"Doesn't provide as much of an in-depth info as I was expecting, but its a good course to get you started with hybrid app development. ","{'info': ['info'], 'cours': ['course'], 'hybrid app develop': ['hybrid app development']}"
157,"Really good course, learned a lot of hybrid development","{'cours': ['course'], 'lot': ['lot'], 'hybrid develop': ['hybrid development']}"
158,"Great course indeed, can recommend it to anyone interested in mobile development","{'cours': ['course'], 'anyon': ['anyone'], 'develop': ['development']}"
159,Very interesting and useful course for web mobile development! I recommend it! ,"{'cours': ['course'], 'web develop': ['web development']}"
160,Very interesting course,{'cours': ['course']}
161,nice class!,{'class': ['class']}
162,"A well organised course with increasingly interesting exercises and assignments that really help you to understand the Ionic platform. Additionally, the lecturer has a great sense of humour which makes the course just that much better.","{'cours': ['course'], 'exercis': ['exercises'], 'assign': ['assignments'], 'platform': ['platform'], 'lectur': ['lecturer'], 'sens': ['sense'], 'humour': ['humour']}"
163,Excellent course!!!,{'cours': ['course']}
164,Awesome course,{'cours': ['course']}
165,Awesome course,{'cours': ['course']}
166,Very good,{}
167,very nice,{}
168,A lot of outdated information. A lot of mistakes. But still a good way to understand the basics.,"{'lot': ['lot'], 'inform': ['information'], 'mistak': ['mistakes'], 'way': ['way'], 'basic': ['basics']}"
169,verry good,{}
170,"Thank you for this course, it's very good to develop mobile application with IONIC FRAMEWORK.","{'cours': ['course'], 'applic': ['application'], 'framework': ['FRAMEWORK']}"
171,"good tutorial, I wish there is more detail of how to setup the plugin and stuffs. ","{'tutori': ['tutorial'], 'detail': ['detail'], 'plugin': ['plugin']}"
172,This is definitely a must for everyone seeking to learn mobile hybrid app development,"{'everyon': ['everyone'], 'hybrid app develop': ['hybrid app development']}"
173,Great course really enjoyable and informative. ,{'cours': ['course']}
174,Nice and straightforward. Perfect if you want to get an Ionic app up and running and already know angularjs.,"{'app': ['app'], 'angularj': ['angularjs']}"
175,Wonderful Course!,{'cours': ['Course']}
176,Great knowledge is obtained here! I begin to really understand the value of JS in our lives ,"{'knowledg': ['knowledge'], 'valu': ['value'], 'js': ['JS'], 'live': ['lives']}"
177,"Thanks a lot, that was a great course","{'thank': ['Thanks'], 'lot': ['lot'], 'cours': ['course']}"
178,Supremely well explained. Thank you teacher.,{'teacher': ['teacher']}
179,show,{}
180,Great course!,{'cours': ['course']}
181,Awesome information provided ,{'inform': ['information']}
182,Very good course. Most of the new features and technologies were well explained. Maybe a little more hands-on exercise will not be a bad idea.,"{'cours': ['course'], 'featur': ['features'], 'technolog': ['technologies'], 'exercis': ['exercise'], 'idea': ['idea']}"
183,"It??s a very good course, but when we get to the part of really generating the app, I had a lot of problems that were not covered in the course. ",{}
184,"amazing course, recommended ",{'cours': ['course']}
185,It's hard to setting up development environment correctly ,{'develop environ': ['development environment']}
186,Last section with the emulators needed more guidance on how to install. I received few errors just trying to install the platforms emulators in my pc,"{'section': ['section'], 'emul': ['emulators'], 'guidanc': ['guidance'], 'error': ['errors'], 'platform emul': ['platforms emulators'], 'pc': ['pc']}"
187," For all the many courses I took on Coursera, this course is one of the best. ","{'cours': ['course', 'courses']}"
188,Cannot be better than this.hatz off to professor.,{'professor': ['professor']}
189,Great course,{'cours': ['course']}
190,Its good ,{}
191," Best full stack courses, you can even understand how Angular works better","{'stack cours': ['stack courses'], 'work': ['works']}"
192,Excellent ,{}
193,excellent course,{'cours': ['course']}
194,Good course!!!,{'cours': ['course']}
195,A massive thanks to Prof. Muppala - this course provides a very gentle and easy to access entry into the world of app development. I tried to get into Android Studio and Xcode before and was overwhelmed by both - taking this approach made it a lot easier for me to get started and the course layout especially in conjunction with the previous course about AngularJS provided me with just the right tools and concepts at the right time and pace!,"{'thank': ['thanks'], 'prof. muppala': ['Prof. Muppala'], 'cours': ['course'], 'access entri': ['access entry'], 'app develop': ['app development'], 'android studio': ['Android Studio'], 'xcode': ['Xcode'], 'approach': ['approach'], 'lot': ['lot'], 'cours layout': ['course layout'], 'angularj': ['AngularJS'], 'right tool': ['right tools'], 'concept': ['concepts'], 'time': ['time'], 'pace': ['pace']}"
196,Excellent course. This was a great intro to hybrid app development. The specialization has been building gradually to this point and everything learned so far has been helpful in grasping the concepts for this course. ,"{'cours': ['course'], 'intro': ['intro'], 'hybrid app develop': ['hybrid app development'], 'special': ['specialization'], 'point': ['point'], 'everyth': ['everything'], 'concept': ['concepts']}"
197,Top,{}
198,"Great classes, awesome teacher. Hands on, straight to the point.... A++++ ","{'class': ['classes'], 'teacher': ['teacher'], 'hand': ['Hands'], 'point': ['point']}"
199,Thank you good course,{'cours': ['course']}
200,Wonderful course and a wonderful professor teacher,"{'cours': ['course'], 'professor teacher': ['professor teacher']}"
201,Excellent course! Informative theoretical course and great practical exercises.,"{'cours': ['course'], 'exercis': ['exercises']}"
202,Excellent! Especially seeing how easy to convert existing website developed in previous courses using Bootstrap and or AngularJS to an Android or iOS application.,"{'cours': ['courses'], 'bootstrap': ['Bootstrap'], 'angularj': ['AngularJS'], 'android': ['Android'], 'io applic': ['iOS application']}"
203,Realy good,{}
204,"The lectures and assignments dealing with Ionic were useful and informative, but that's only the first half of the course. The Android iOS portion felt extremely rushed. For all of the hassle of setting up my Android environment, I get one week of lectures exercises out of it and that only covers rudimentary functionality.","{'half': ['half'], 'cours': ['course'], 'hassl': ['hassle'], 'environ': ['environment'], 'week': ['week'], 'exercis': ['exercises'], 'function': ['functionality']}"
205,Great course. Ionic rules!,"{'cours': ['course'], 'rule': ['rules']}"
206,"Sometimes It's not so easy to finish some assignments, but you must to do it again and again. Great amount of useful information","{'assign': ['assignments'], 'amount': ['amount'], 'inform': ['information']}"
207,Great course.,{'cours': ['course']}
208,I had the opportunity to learn in an very organized course.Thanks.,{'course.thank': ['course.Thanks']}
209, Great ,{}
210,The material is not mature yet. Some things were not tested by the teacher before being part of the course and do not actually work. Questions asked on the forums about it got no answers before the end of the course.,"{'materi': ['material'], 'thing': ['things'], 'teacher': ['teacher'], 'part': ['part'], 'cours': ['course'], 'question': ['Questions'], 'forum': ['forums'], 'answer': ['answers'], 'end': ['end']}"
211, Excellent introduction! ,{'introduct': ['introduction']}
212,Good,{}
213,I got the feeling that we ran through the material and did not spend ample time setting up the testing and understanding the environment. Maybe the course need to be two weeks to cover this properly. ,"{'materi': ['material'], 'time': ['time'], 'test': ['testing'], 'environ': ['environment'], 'cours': ['course'], 'week': ['weeks']}"
214,Best course in the specialization so far!,"{'cours': ['course'], 'special': ['specialization']}"
215,"Great course.Thank you everyone, the teacher,the university and the Coursera team for providing a valuable course.","{'course.thank': ['course.Thank'], 'everyon': ['everyone'], 'teacher': ['teacher'], 'cours': ['course']}"
216,One the best I ever had been enrolled.Thank you very much D,{}
217,I took the initial offering of this courser. It is an excellent class that I am sure will only improve over time. Prof. Muppala is a wonderful instructor and I learned so much in this course. My only suggestion would be to clarify some of the grading details as there were some questions on certain items in the last assignment. I would definitely recommend this series of courses and I am looking forward to taking the final course in this Full Stack Web Development series.,"{'class': ['class'], 'time': ['time'], 'prof. muppala': ['Prof. Muppala'], 'instructor': ['instructor'], 'cours': ['course', 'courses'], 'suggest': ['suggestion'], 'detail': ['details'], 'question': ['questions'], 'item': ['items'], 'assign': ['assignment'], 'seri': ['series'], 'web develop seri': ['Web Development series']}"
218,"Again, amazing ",{}
219,A well explained with good support course! I recommend this to everyone interested in the field. Note I would want to know how to move further with the app and introduce it inside app store and google play store. This is omitted in the course. I am looking forward for this course updates if there will be any - and I think it will be improved!,"{'support cours': ['support course'], 'everyon': ['everyone'], 'field': ['field'], 'app': ['app'], 'app store': ['app store'], 'googl': ['google'], 'store': ['store'], 'cours': ['course'], 'updat': ['updates']}"
220,Fun and useful,{'fun': ['Fun']}
